marker_id,tier,gene_name,product,gene_category,strain,clade,organism,locus_tag,protein_accession,protein_length_aa,sequence_available,is_medoid,locus_block,mean_identity_to_siblings_pct,min_pairwise_identity_pct,shared_domain_in_a_genome,cross_aligns_another_marker,caution,ortholog_groups
m046,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_RS09340,WP_050749847.1,189,True,False,B08,63.3,47.7,False,False,,cyanorak:CK_00001902;eggnog:1GNAB@1117;eggnog:1H0MW@1129;eggnog:30S5U@2
m046,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SYNWH7803_RS03360,WP_011932577.1,203,True,False,B08,63.3,47.7,False,False,,cyanorak:CK_00001902;eggnog:1GNAB@1117;eggnog:1H0MW@1129;eggnog:30S5U@2
m023,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_0866,WP_049750388.1,113,True,False,B09,65.8,52.1,False,False,,cyanorak:CK_00001848;eggnog:1GNQ0@1117;eggnog:1H1CI@1129;eggnog:32356@2
m023,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1036,WP_006852071.1,102,True,False,B09,65.8,52.1,False,False,,cyanorak:CK_00001848;eggnog:1GNQ0@1117;eggnog:1H1CI@1129;eggnog:32356@2
m023,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW0979,WP_148228857.1,102,True,False,B09,65.8,52.1,False,False,,cyanorak:CK_00001848;eggnog:1GNQ0@1117;eggnog:1H1CI@1129;eggnog:32356@2
m023,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_12475,WP_009789673.1,100,True,False,B09,65.8,52.1,False,False,,cyanorak:CK_00001848;eggnog:1GNQ0@1117;eggnog:1H1CI@1129;eggnog:32356@2
m023,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1007,WP_011932915.1,105,True,True,B09,65.8,52.1,False,False,,cyanorak:CK_00001848;eggnog:1GNQ0@1117;eggnog:1H1CI@1129;eggnog:32356@2
m044,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,CC9311,I,Synechococcus CC9311,sync_1774,WP_011619691.1,82,True,False,B10,63.5,45.0,False,False,,cyanorak:CK_00045320;eggnog:1GNWY@1117;eggnog:1H1T1@1129;eggnog:30UA3@2
m044,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH8109,II,Synechococcus WH8109,Syncc8109_RS11805,WP_369792006.1,52,True,True,B10,63.5,45.0,False,False,,cyanorak:CK_00045320;eggnog:1GNWY@1117;eggnog:1H1T1@1129;eggnog:30UA3@2
m044,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH8102,III,Synechococcus WH8102,TX72_RS05290,WP_042504271.1,79,True,False,B10,63.5,45.0,False,False,,cyanorak:CK_00045320;eggnog:1GNWY@1117;eggnog:1H1T1@1129;eggnog:30UA3@2
m044,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,BL107,IV,Synechococcus sp. BL107,BL107_16885,WP_037988557.1,81,True,False,B10,63.5,45.0,False,False,,cyanorak:CK_00045320;eggnog:1GNWY@1117;eggnog:1H1T1@1129;eggnog:30UA3@2
m044,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH7803,V,Synechococcus WH7803,SynWH7803_1000,WP_011932908.1,80,True,False,B10,63.5,45.0,False,False,,cyanorak:CK_00045320;eggnog:1GNWY@1117;eggnog:1H1T1@1129;eggnog:30UA3@2
m029,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1663,WP_041426580.1,154,True,True,B11,52.8,34.4,False,True,,cyanorak:CK_00048772;eggnog:1GNR1@1117;eggnog:1H1EZ@1129;eggnog:3236G@2
m029,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1402,WP_369792020.1,152,True,False,B11,52.8,34.4,False,True,,cyanorak:CK_00048772;eggnog:1GNR1@1117;eggnog:1H1EZ@1129;eggnog:3236G@2
m029,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1157,WP_225867745.1,151,True,False,B11,52.8,34.4,False,True,,cyanorak:CK_00048772;eggnog:1GNR1@1117;eggnog:1H1EZ@1129;eggnog:3236G@2
m029,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_13375,WP_009789846.1,154,True,False,B11,52.8,34.4,False,True,,cyanorak:CK_00048772;eggnog:1GNR1@1117;eggnog:1H1EZ@1129;eggnog:3236G@2
m029,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1485,WP_011933388.1,135,True,False,B11,52.8,34.4,False,True,,cyanorak:CK_00048772;eggnog:1GNR1@1117;eggnog:1H1EZ@1129;eggnog:3236G@2
m049,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1680,WP_011619598.1,80,True,False,B11,69.7,61.0,False,False,,cyanorak:CK_00043632;eggnog:1GRJJ@1117;eggnog:1H1SF@1129;eggnog:30TU4@2
m049,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1386,,,False,False,B11,69.7,61.0,False,False,,cyanorak:CK_00043632;eggnog:1GRJJ@1117;eggnog:1H1SF@1129;eggnog:30TU4@2
m049,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,TX72_RS13180,WP_071820841.1,78,True,False,B11,69.7,61.0,False,False,,cyanorak:CK_00043632;eggnog:1GRJJ@1117;eggnog:1H1SF@1129;eggnog:30TU4@2
m049,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_17408,,,False,False,B11,69.7,61.0,False,False,,cyanorak:CK_00043632;eggnog:1GRJJ@1117;eggnog:1H1SF@1129;eggnog:30TU4@2
m049,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1481,WP_011933384.1,79,True,True,B11,69.7,61.0,False,False,,cyanorak:CK_00043632;eggnog:1GRJJ@1117;eggnog:1H1SF@1129;eggnog:30TU4@2
m026,2_exploratory,,"conserved hypothetical protein, Ycf35 family",Unknown,CC9311,I,Synechococcus CC9311,sync_1380,WP_011619305.1,123,True,False,B12,47.0,33.0,False,False,,cyanorak:CK_00002133;eggnog:1GP28@1117;eggnog:1H24I@1129;eggnog:30FM8@2
m026,2_exploratory,,"conserved hypothetical protein, Ycf35 family",Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1278,WP_006851848.1,116,True,False,B12,47.0,33.0,False,False,,cyanorak:CK_00002133;eggnog:1GP28@1117;eggnog:1H24I@1129;eggnog:30FM8@2
m026,2_exploratory,,"conserved hypothetical protein, Ycf35 family",Unknown,WH8102,III,Synechococcus WH8102,SYNW1260,WP_011128124.1,116,True,False,B12,47.0,33.0,False,False,,cyanorak:CK_00002133;eggnog:1GP28@1117;eggnog:1H24I@1129;eggnog:30FM8@2
m026,2_exploratory,,"conserved hypothetical protein, Ycf35 family",Unknown,BL107,IV,Synechococcus sp. BL107,BL107_12880,WP_009789753.1,118,True,True,B12,47.0,33.0,False,False,,cyanorak:CK_00002133;eggnog:1GP28@1117;eggnog:1H24I@1129;eggnog:30FM8@2
m026,2_exploratory,,"conserved hypothetical protein, Ycf35 family",Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1255,WP_011933161.1,124,True,False,B12,47.0,33.0,False,False,,cyanorak:CK_00002133;eggnog:1GP28@1117;eggnog:1H24I@1129;eggnog:30FM8@2
m027,2_exploratory,,uncharacterized conserved secreted protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1360,WP_011619285.1,104,True,False,B12,78.5,69.3,False,False,,cyanorak:CK_00001784;eggnog:1GNJK@1117;eggnog:1H11N@1129;eggnog:322YF@2
m027,2_exploratory,,uncharacterized conserved secreted protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1296,WP_006850242.1,95,True,False,B12,78.5,69.3,False,False,,cyanorak:CK_00001784;eggnog:1GNJK@1117;eggnog:1H11N@1129;eggnog:322YF@2
m027,2_exploratory,,uncharacterized conserved secreted protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1245,WP_011128109.1,95,True,True,B12,78.5,69.3,False,False,,cyanorak:CK_00001784;eggnog:1GNJK@1117;eggnog:1H11N@1129;eggnog:322YF@2
m027,2_exploratory,,uncharacterized conserved secreted protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_12965,WP_009789768.1,95,True,False,B12,78.5,69.3,False,False,,cyanorak:CK_00001784;eggnog:1GNJK@1117;eggnog:1H11N@1129;eggnog:322YF@2
m027,2_exploratory,,uncharacterized conserved secreted protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1270,WP_011933176.1,100,True,False,B12,78.5,69.3,False,False,,cyanorak:CK_00001784;eggnog:1GNJK@1117;eggnog:1H11N@1129;eggnog:322YF@2
m028,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1356,WP_041426984.1,192,True,False,B12,67.7,51.8,False,False,,cyanorak:CK_00001611;eggnog:1GM8E@1117;eggnog:1GYHW@1129;eggnog:3213E@2
m028,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1300,WP_006850013.1,184,True,True,B12,67.7,51.8,False,False,,cyanorak:CK_00001611;eggnog:1GM8E@1117;eggnog:1GYHW@1129;eggnog:3213E@2
m028,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1241,WP_011128105.1,184,True,False,B12,67.7,51.8,False,False,,cyanorak:CK_00001611;eggnog:1GM8E@1117;eggnog:1GYHW@1129;eggnog:3213E@2
m028,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_12985,WP_009789772.1,184,True,False,B12,67.7,51.8,False,False,,cyanorak:CK_00001611;eggnog:1GM8E@1117;eggnog:1GYHW@1129;eggnog:3213E@2
m028,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1274,WP_011933180.1,190,True,False,B12,67.7,51.8,False,False,,cyanorak:CK_00001611;eggnog:1GM8E@1117;eggnog:1GYHW@1129;eggnog:3213E@2
m019,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_0721,WP_041426379.1,130,True,False,B13,64.0,43.0,False,False,,cyanorak:CK_00001910;eggnog:1GNAM@1117;eggnog:1H0NC@1129;eggnog:322K7@2
m019,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_0789,WP_006850327.1,132,True,False,B13,64.0,43.0,False,False,,cyanorak:CK_00001910;eggnog:1GNAM@1117;eggnog:1H0NC@1129;eggnog:322K7@2
m019,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1390,WP_011128254.1,134,True,False,B13,64.0,43.0,False,False,,cyanorak:CK_00001910;eggnog:1GNAM@1117;eggnog:1H0NC@1129;eggnog:322K7@2
m019,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_10956,WP_232192799.1,92,True,False,B13,64.0,43.0,False,False,,cyanorak:CK_00001910;eggnog:1GNAM@1117;eggnog:1H0NC@1129;eggnog:322K7@2
m019,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0878,WP_011932786.1,138,True,True,B13,64.0,43.0,False,False,,cyanorak:CK_00001910;eggnog:1GNAM@1117;eggnog:1H0NC@1129;eggnog:322K7@2
m022,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1760,WP_011619677.1,66,True,False,B13,70.7,51.7,False,False,,cyanorak:CK_00002290;eggnog:1GNRH@1117;eggnog:1H1FY@1129;eggnog:32IR1@2
m022,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1182,WP_006851982.1,63,True,True,B13,70.7,51.7,False,False,,cyanorak:CK_00002290;eggnog:1GNRH@1117;eggnog:1H1FY@1129;eggnog:32IR1@2
m022,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,TX72_RS06715,WP_042503537.1,64,True,False,B13,70.7,51.7,False,False,,cyanorak:CK_00002290;eggnog:1GNRH@1117;eggnog:1H1FY@1129;eggnog:32IR1@2
m022,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_12465,WP_009789671.1,63,True,False,B13,70.7,51.7,False,False,,cyanorak:CK_00002290;eggnog:1GNRH@1117;eggnog:1H1FY@1129;eggnog:32IR1@2
m022,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0855,WP_011932763.1,67,True,False,B13,70.7,51.7,False,False,,cyanorak:CK_00002290;eggnog:1GNRH@1117;eggnog:1H1FY@1129;eggnog:32IR1@2
m024,2_exploratory,,uncharacterized conserved secreted protein,Unknown,CC9311,I,Synechococcus CC9311,sync_0830,WP_049750320.1,156,True,False,B13,45.5,36.8,False,False,,cyanorak:CK_00002132;eggnog:1GGMF@1117;eggnog:1H1IJ@1129;eggnog:2ZSR4@2
m024,2_exploratory,,uncharacterized conserved secreted protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1184,WP_006850114.1,137,True,False,B13,45.5,36.8,False,False,,cyanorak:CK_00002132;eggnog:1GGMF@1117;eggnog:1H1IJ@1129;eggnog:2ZSR4@2
m024,2_exploratory,,uncharacterized conserved secreted protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1332,WP_225867678.1,131,True,False,B13,45.5,36.8,False,False,,cyanorak:CK_00002132;eggnog:1GGMF@1117;eggnog:1H1IJ@1129;eggnog:2ZSR4@2
m024,2_exploratory,,uncharacterized conserved secreted protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_12515,WP_232192834.1,88,True,True,B13,45.5,36.8,False,False,,cyanorak:CK_00002132;eggnog:1GGMF@1117;eggnog:1H1IJ@1129;eggnog:2ZSR4@2
m024,2_exploratory,,uncharacterized conserved secreted protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1681,WP_011933579.1,142,True,False,B13,45.5,36.8,False,False,,cyanorak:CK_00002132;eggnog:1GGMF@1117;eggnog:1H1IJ@1129;eggnog:2ZSR4@2
m025,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1425,WP_041426528.1,75,True,False,B13,64.9,56.0,False,False,,cyanorak:CK_00001783;eggnog:1GRIW@1117;eggnog:1H1KQ@1129;eggnog:31V9R@2
m025,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1231,WP_025362248.1,75,True,False,B13,64.9,56.0,False,False,,cyanorak:CK_00001783;eggnog:1GRIW@1117;eggnog:1H1KQ@1129;eggnog:31V9R@2
m025,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1305,WP_042504304.1,75,True,True,B13,64.9,56.0,False,False,,cyanorak:CK_00001783;eggnog:1GRIW@1117;eggnog:1H1KQ@1129;eggnog:31V9R@2
m025,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_12640,WP_009789705.1,80,True,False,B13,64.9,56.0,False,False,,cyanorak:CK_00001783;eggnog:1GRIW@1117;eggnog:1H1KQ@1129;eggnog:31V9R@2
m025,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_1208,WP_011933116.1,75,True,False,B13,64.9,56.0,False,False,,cyanorak:CK_00001783;eggnog:1GRIW@1117;eggnog:1H1KQ@1129;eggnog:31V9R@2
m030,2_exploratory,,uncharacterized conserved membrane protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1764,WP_011619681.1,117,True,False,B13,49.2,40.7,False,False,,cyanorak:CK_00040838;eggnog:1GNRJ@1117;eggnog:1H1G0@1129;eggnog:30S79@2
m030,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1149,WP_006849846.1,117,True,False,B13,49.2,40.7,False,False,,cyanorak:CK_00040838;eggnog:1GNRJ@1117;eggnog:1H1G0@1129;eggnog:30S79@2
m030,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1361,WP_011128225.1,117,True,True,B13,49.2,40.7,False,False,,cyanorak:CK_00040838;eggnog:1GNRJ@1117;eggnog:1H1G0@1129;eggnog:30S79@2
m030,2_exploratory,,uncharacterized conserved membrane protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_14040,WP_009789977.1,104,True,False,B13,49.2,40.7,False,False,,cyanorak:CK_00040838;eggnog:1GNRJ@1117;eggnog:1H1G0@1129;eggnog:30S79@2
m030,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0962,WP_011932870.1,113,True,False,B13,49.2,40.7,False,False,,cyanorak:CK_00040838;eggnog:1GNRJ@1117;eggnog:1H1G0@1129;eggnog:30S79@2
m040,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1779,WP_011619696.1,76,True,False,B13,70.6,46.2,False,False,,cyanorak:CK_00048408;eggnog:1GNUR@1117;eggnog:1H1MK@1129;eggnog:30TQB@2
m040,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_2133,WP_006850229.1,76,True,False,B13,70.6,46.2,False,False,,cyanorak:CK_00048408;eggnog:1GNUR@1117;eggnog:1H1MK@1129;eggnog:30TQB@2
m040,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1378,WP_011128242.1,72,True,True,B13,70.6,46.2,False,False,,cyanorak:CK_00048408;eggnog:1GNUR@1117;eggnog:1H1MK@1129;eggnog:30TQB@2
m040,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_15930,WP_009790345.1,87,True,False,B13,70.6,46.2,False,False,,cyanorak:CK_00048408;eggnog:1GNUR@1117;eggnog:1H1MK@1129;eggnog:30TQB@2
m040,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0920,WP_011932828.1,72,True,False,B13,70.6,46.2,False,False,,cyanorak:CK_00048408;eggnog:1GNUR@1117;eggnog:1H1MK@1129;eggnog:30TQB@2
m047,2_exploratory,,conserved hypothetical protein,Stress response and adaptation,CC9311,I,Synechococcus CC9311,sync_1837,WP_041426613.1,88,True,False,B13,37.5,0.0,False,False,,cyanorak:CK_00002607;eggnog:1GP69@1117;eggnog:1H2BX@1129;eggnog:323WI@2
m047,2_exploratory,,conserved hypothetical protein,Stress response and adaptation,WH8109,II,Synechococcus WH8109,Syncc8109_2004,WP_006850989.1,89,True,True,B13,37.5,0.0,False,False,,cyanorak:CK_00002607;eggnog:1GP69@1117;eggnog:1H2BX@1129;eggnog:323WI@2
m047,2_exploratory,,conserved hypothetical protein,Stress response and adaptation,WH8102,III,Synechococcus WH8102,TX72_RS13905,WP_144416604.1,92,True,False,B13,37.5,0.0,False,False,,cyanorak:CK_00002607;eggnog:1GP69@1117;eggnog:1H2BX@1129;eggnog:323WI@2
m047,2_exploratory,,conserved hypothetical protein,Stress response and adaptation,BL107,IV,Synechococcus sp. BL107,BL107_RS13140,WP_232192969.1,48,True,False,B13,37.5,0.0,False,False,,cyanorak:CK_00002607;eggnog:1GP69@1117;eggnog:1H2BX@1129;eggnog:323WI@2
m047,2_exploratory,,conserved hypothetical protein,Stress response and adaptation,WH7803,V,Synechococcus WH7803,SynWH7803_1697,WP_011933595.1,121,True,False,B13,37.5,0.0,False,False,,cyanorak:CK_00002607;eggnog:1GP69@1117;eggnog:1H2BX@1129;eggnog:323WI@2
m021,2_exploratory,,conserved hypothetical protein,Unknown,CC9311,I,Synechococcus CC9311,sync_0995,WP_167897170.1,58,True,True,B14,60.0,60.0,False,False,,cyanorak:CK_00056191
m021,2_exploratory,,conserved hypothetical protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1105,,,False,False,B14,60.0,60.0,False,False,,cyanorak:CK_00056191
m021,2_exploratory,,conserved hypothetical protein,Unknown,WH8102,III,Synechococcus WH8102,TX72_RS14445,WP_173358497.1,58,True,False,B14,60.0,60.0,False,False,,cyanorak:CK_00056191
m021,2_exploratory,,conserved hypothetical protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_11501,,,False,False,B14,60.0,60.0,False,False,,cyanorak:CK_00056191
m021,2_exploratory,,conserved hypothetical protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_2549,,,False,False,B14,60.0,60.0,False,False,,cyanorak:CK_00056191
m031,2_exploratory,,nif11-like leader peptide domain protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1792,WP_083756074.1,108,True,False,B14,65.6,42.4,True,True,,cyanorak:CK_00056823;eggnog:1GNR6@1117;eggnog:1H1FA@1129;eggnog:30TBH@2
m031,2_exploratory,,nif11-like leader peptide domain protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_2291,WP_232202413.1,102,True,False,B14,65.6,42.4,True,True,,cyanorak:CK_00056823;eggnog:1GNR6@1117;eggnog:1H1FA@1129;eggnog:30TBH@2
m031,2_exploratory,,nif11-like leader peptide domain protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1431,WP_011128295.1,75,True,False,B14,65.6,42.4,True,True,,cyanorak:CK_00056823;eggnog:1GNR6@1117;eggnog:1H1FA@1129;eggnog:30TBH@2
m031,2_exploratory,,nif11-like leader peptide domain protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_14100,WP_006169687.1,78,True,False,B14,65.6,42.4,True,True,,cyanorak:CK_00056823;eggnog:1GNR6@1117;eggnog:1H1FA@1129;eggnog:30TBH@2
m031,2_exploratory,,nif11-like leader peptide domain protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0939,WP_041428444.1,75,True,True,B14,65.6,42.4,True,True,,cyanorak:CK_00056823;eggnog:1GNR6@1117;eggnog:1H1FA@1129;eggnog:30TBH@2
m032,2_exploratory,,uncharacterized conserved membrane protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1800,WP_237699192.1,99,True,False,B14,45.5,35.4,False,False,,cyanorak:CK_00043584
m032,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1624,WP_025362347.1,98,True,False,B14,45.5,35.4,False,False,,cyanorak:CK_00043584
m032,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1445,WP_011128309.1,102,True,True,B14,45.5,35.4,False,False,,cyanorak:CK_00043584
m032,2_exploratory,,uncharacterized conserved membrane protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_14185,,,False,False,B14,45.5,35.4,False,False,,cyanorak:CK_00043584
m032,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0943,WP_011932851.1,89,True,False,B14,45.5,35.4,False,False,,cyanorak:CK_00043584
m033,2_exploratory,,uncharacterized conserved membrane protein,Unknown,CC9311,I,Synechococcus CC9311,sync_1815,WP_167897106.1,47,True,False,B14,79.9,51.1,False,False,,cyanorak:CK_00034873;eggnog:1GNSD@1117;eggnog:1H1HE@1129;eggnog:32388@2
m033,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8109,II,Synechococcus WH8109,Syncc8109_1626,WP_006850963.1,51,True,True,B14,79.9,51.1,False,False,,cyanorak:CK_00034873;eggnog:1GNSD@1117;eggnog:1H1HE@1129;eggnog:32388@2
m033,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH8102,III,Synechococcus WH8102,SYNW1448,WP_173358500.1,51,True,False,B14,79.9,51.1,False,False,,cyanorak:CK_00034873;eggnog:1GNSD@1117;eggnog:1H1HE@1129;eggnog:32388@2
m033,2_exploratory,,uncharacterized conserved membrane protein,Unknown,BL107,IV,Synechococcus sp. BL107,BL107_14190,WP_009790006.1,51,True,False,B14,79.9,51.1,False,False,,cyanorak:CK_00034873;eggnog:1GNSD@1117;eggnog:1H1HE@1129;eggnog:32388@2
m033,2_exploratory,,uncharacterized conserved membrane protein,Unknown,WH7803,V,Synechococcus WH7803,SynWH7803_0827,,,False,False,B14,79.9,51.1,False,False,,cyanorak:CK_00034873;eggnog:1GNSD@1117;eggnog:1H1HE@1129;eggnog:32388@2
m041,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,CC9311,I,Synechococcus CC9311,sync_1646,WP_011619565.1,156,True,False,B14,44.1,30.7,False,True,,cyanorak:CK_00048774;eggnog:1GNT2@1117;eggnog:1H1IU@1129;eggnog:3239K@2
m041,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH8109,II,Synechococcus WH8109,Syncc8109_1623,WP_232202394.1,211,True,True,B14,44.1,30.7,False,True,,cyanorak:CK_00048774;eggnog:1GNT2@1117;eggnog:1H1IU@1129;eggnog:3239K@2
m041,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH8102,III,Synechococcus WH8102,SYNW1444,WP_011128308.1,220,True,False,B14,44.1,30.7,False,True,,cyanorak:CK_00048774;eggnog:1GNT2@1117;eggnog:1H1IU@1129;eggnog:3239K@2
m041,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,BL107,IV,Synechococcus sp. BL107,BL107_16190,WP_009790396.1,184,True,False,B14,44.1,30.7,False,True,,cyanorak:CK_00048774;eggnog:1GNT2@1117;eggnog:1H1IU@1129;eggnog:3239K@2
m041,2_exploratory,,uncharacterized conserved membrane protein,Stress response and adaptation,WH7803,V,Synechococcus WH7803,SynWH7803_1004,WP_011932912.1,150,True,False,B14,44.1,30.7,False,True,,cyanorak:CK_00048774;eggnog:1GNT2@1117;eggnog:1H1IU@1129;eggnog:3239K@2
m018,2_exploratory,,putative membrane protein,Cell wall and membrane,CC9311,I,Synechococcus CC9311,sync_1997,WP_011619912.1,72,True,False,B15,66.9,47.1,False,False,,cyanorak:CK_00054860;eggnog:1GH1G@1117;eggnog:1H1JZ@1129;eggnog:2ZXGV@2
m018,2_exploratory,,putative membrane protein,Cell wall and membrane,WH8109,II,Synechococcus WH8109,Syncc8109_1983,WP_006850038.1,74,True,True,B15,66.9,47.1,False,False,,cyanorak:CK_00054860;eggnog:1GH1G@1117;eggnog:1H1JZ@1129;eggnog:2ZXGV@2
m018,2_exploratory,,putative membrane protein,Cell wall and membrane,WH8102,III,Synechococcus WH8102,TX72_RS08795,WP_042503752.1,73,True,False,B15,66.9,47.1,False,False,,cyanorak:CK_00054860;eggnog:1GH1G@1117;eggnog:1H1JZ@1129;eggnog:2ZXGV@2
m018,2_exploratory,,putative membrane protein,Cell wall and membrane,BL107,IV,Synechococcus sp. BL107,BL107_10426,WP_009789275.1,73,True,False,B15,66.9,47.1,False,False,,cyanorak:CK_00054860;eggnog:1GH1G@1117;eggnog:1H1JZ@1129;eggnog:2ZXGV@2
m018,2_exploratory,,putative membrane protein,Cell wall and membrane,WH7803,V,Synechococcus WH7803,SynWH7803_0647,WP_011932559.1,75,True,False,B15,66.9,47.1,False,False,,cyanorak:CK_00054860;eggnog:1GH1G@1117;eggnog:1H1JZ@1129;eggnog:2ZXGV@2
