ecotype,clade,strain,organism_name,locus_tag,gene_name,product,gene_category,cyanorak_og,og_gene_name,og_product,og_specificity_rank
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_09841,pstC,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000818,pstC,ABC-type phosphate transport system permease component,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_10331,ahpC,2-Cys peroxiredoxin,Stress response and adaptation,cyanorak:CK_00000167,ahpC,2-Cys peroxiredoxin,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11461,ptrA,"transcriptional phosphate regulator, Crp family",Stress response and adaptation,cyanorak:CK_00001606,ptrA,"transcriptional phosphate regulator, Crp family",0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11471,phoB,two-component system response regulator RR class II (RRII)-CheY-OmpR,Stress response and adaptation,cyanorak:CK_00008015,phoB,two-component system response regulator RR class II (RRII)-CheY-OmpR,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11481,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",Stress response and adaptation,cyanorak:CK_00001531,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11511,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11521,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11551,chrA,chromate transporter,Stress response and adaptation,cyanorak:CK_00002826,chrA,chromate transporter,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11571,gap3,glyceraldehyde-3-phosphate dehydrogenase,Stress response and adaptation,cyanorak:CK_00008093,gap3,glyceraldehyde-3-phosphate dehydrogenase,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_11941,,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00000794,PMN2A_RS05395,uncharacterized conserved membrane protein,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_13261,,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00000794,PMN2A_RS05395,uncharacterized conserved membrane protein,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_15141,,possible phosphatidic acid phosphatase,Stress response and adaptation,cyanorak:CK_00000999,PMN2A_RS06570,possible phosphatidic acid phosphatase,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_16211,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_17041,phoH,phosphate starvation-inducible protein,Stress response and adaptation,cyanorak:CK_00000721,phoH,phosphate starvation-inducible protein,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_18981,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_19301,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_19881,rplR,50S ribosomal protein L18,Stress response and adaptation,cyanorak:CK_00000520,rplR,50S ribosomal protein L18,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_20381,,conserved hypothetical protein,Stress response and adaptation,cyanorak:CK_00000562,PMN2A_RS09080,conserved hypothetical protein,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_20481,galM,aldose 1-epimerase family protein,Stress response and adaptation,cyanorak:CK_00000282,galM,aldose 1-epimerase family protein,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_20511,glgP,glycogen phosphorylase,Stress response and adaptation,cyanorak:CK_00000118,glgP,glycogen phosphorylase,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_21351,sqdB,UDP-sulfoquinovose synthase,Stress response and adaptation,cyanorak:CK_00000123,sqdB,UDP-sulfoquinovose synthase,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_21861,dnaK3,chaperone protein DnaK,Stress response and adaptation,cyanorak:CK_00000029,dnaK3,chaperone protein DnaK,0
LL,LLI,NATL1A,Prochlorococcus NATL1A,NATL1_21951,spsA,sucrose phosphate synthase and phosphatase fusion protein,Stress response and adaptation,cyanorak:CK_00000368,spsA,sucrose phosphate synthase and phosphatase fusion protein,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0095,prfC,peptide chain release factor 3,Stress response and adaptation,cyanorak:CK_00000865,prfC,peptide chain release factor 3,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0103,phnE,"phosphate/phosphonate ABC type transporter, permease component",Stress response and adaptation,cyanorak:CK_00000861,phnE,"phosphate/phosphonate ABC type transporter, permease component",0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0104,phnC,"phosphonate ABC type transporter, ATPase component",Stress response and adaptation,cyanorak:CK_00008048,phnC,"phosphonate ABC type transporter, ATPase component",0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0105,phnD,"phosphonate ABC type transporter, substrate binding component",Stress response and adaptation,cyanorak:CK_00000860,phnD,"phosphonate ABC type transporter, substrate binding component",0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0176,gnd,6-phosphogluconate dehydrogenase,Stress response and adaptation,cyanorak:CK_00000875,gnd,6-phosphogluconate dehydrogenase,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0177,pgl,6-phosphogluconolactonase,Stress response and adaptation,cyanorak:CK_00000874,pgl,6-phosphogluconolactonase,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0309,pstB,ABC-type phosphate transport system ATPase component,Stress response and adaptation,cyanorak:CK_00000817,pstB,ABC-type phosphate transport system ATPase component,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0310,pstA,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000165,pstA,ABC-type phosphate transport system permease component,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0311,pstC,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000818,pstC,ABC-type phosphate transport system permease component,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0352,ahpC,2-Cys peroxiredoxin,Stress response and adaptation,cyanorak:CK_00000167,ahpC,2-Cys peroxiredoxin,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0435,ptrA,"transcriptional phosphate regulator, Crp family",Stress response and adaptation,cyanorak:CK_00001606,ptrA,"transcriptional phosphate regulator, Crp family",0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0436,phoB,two-component system response regulator RR class II (RRII)-CheY-OmpR,Stress response and adaptation,cyanorak:CK_00008015,phoB,two-component system response regulator RR class II (RRII)-CheY-OmpR,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0437,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",Stress response and adaptation,cyanorak:CK_00001531,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0440,PMN2A_RS05215,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0441,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0443,chrA,chromate transporter,Stress response and adaptation,cyanorak:CK_00002826,chrA,chromate transporter,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0445,gap3,glyceraldehyde-3-phosphate dehydrogenase,Stress response and adaptation,cyanorak:CK_00008093,gap3,glyceraldehyde-3-phosphate dehydrogenase,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0475,PMN2A_RS05395,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00000794,PMN2A_RS05395,uncharacterized conserved membrane protein,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0559,PMN2A_RS05885,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00000794,PMN2A_RS05395,uncharacterized conserved membrane protein,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0680,PMN2A_RS06570,possible phosphatidic acid phosphatase,Stress response and adaptation,cyanorak:CK_00000999,PMN2A_RS06570,possible phosphatidic acid phosphatase,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0777,PMN2A_RS07060,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_0851,phoH,phosphate starvation-inducible protein,Stress response and adaptation,cyanorak:CK_00000721,phoH,phosphate starvation-inducible protein,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1028,PMN2A_RS08380,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1057,PMN2A_RS08525,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1114,rplR,50S ribosomal protein L18,Stress response and adaptation,cyanorak:CK_00000520,rplR,50S ribosomal protein L18,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1163,PMN2A_RS09080,conserved hypothetical protein,Stress response and adaptation,cyanorak:CK_00000562,PMN2A_RS09080,conserved hypothetical protein,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1173,PMN2A_RS09130,aldose 1-epimerase family protein,Stress response and adaptation,cyanorak:CK_00000282,galM,aldose 1-epimerase family protein,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1176,glgP,glycogen phosphorylase,Stress response and adaptation,cyanorak:CK_00000118,glgP,glycogen phosphorylase,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1264,sqdB,UDP-sulfoquinovose synthase,Stress response and adaptation,cyanorak:CK_00000123,sqdB,UDP-sulfoquinovose synthase,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1313,dnaK3,chaperone protein DnaK,Stress response and adaptation,cyanorak:CK_00000029,dnaK3,chaperone protein DnaK,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1322,spsA,sucrose phosphate synthase and phosphatase fusion protein,Stress response and adaptation,cyanorak:CK_00000368,spsA,sucrose phosphate synthase and phosphatase fusion protein,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1414,PMN2A_RS00455,conserved hypothetical protein (DUF3303),Stress response and adaptation,cyanorak:CK_00000097,PMN2A_RS00455,conserved hypothetical protein (DUF3303),0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1568,rplL,50S ribosomal protein L7/L12,Stress response and adaptation,cyanorak:CK_00000429,rplL,50S ribosomal protein L7/L12,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1569,rplJ,50S ribosomal protein L10,Stress response and adaptation,cyanorak:CK_00000428,rplJ,50S ribosomal protein L10,0
LL,LLI,NATL2A,Prochlorococcus NATL2A,PMN2A_1757,PMN2A_RS02250,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0227,rplL,50S ribosomal protein L7/L12,Stress response and adaptation,cyanorak:CK_00000429,rplL,50S ribosomal protein L7/L12,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0228,rplJ,50S ribosomal protein L10,Stress response and adaptation,cyanorak:CK_00000428,rplJ,50S ribosomal protein L10,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0596,pstB,ABC-type phosphate transport system ATPase component,Stress response and adaptation,cyanorak:CK_00000817,pstB,ABC-type phosphate transport system ATPase component,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0597,pstA,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000165,pstA,ABC-type phosphate transport system permease component,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0598,pstC,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000818,pstC,ABC-type phosphate transport system permease component,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0672,,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00000794,PMN2A_RS05395,uncharacterized conserved membrane protein,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0724,,conserved hypothetical protein,Stress response and adaptation,cyanorak:CK_00056782,,conserved hypothetical protein,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0737,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0843,gnd,6-phosphogluconate dehydrogenase,Stress response and adaptation,cyanorak:CK_00000875,gnd,6-phosphogluconate dehydrogenase,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0844,pgl,6-phosphogluconolactonase,Stress response and adaptation,cyanorak:CK_00000874,pgl,6-phosphogluconolactonase,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro0978,ahpC,2-Cys peroxiredoxin,Stress response and adaptation,cyanorak:CK_00000167,ahpC,2-Cys peroxiredoxin,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1019,phnD,"phosphonate ABC type transporter, substrate binding component",Stress response and adaptation,cyanorak:CK_00000860,phnD,"phosphonate ABC type transporter, substrate binding component",0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1020,phnC,"phosphonate ABC type transporter, ATPase component",Stress response and adaptation,cyanorak:CK_00008048,phnC,"phosphonate ABC type transporter, ATPase component",0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1021,phnE,"phosphate/phosphonate ABC type transporter, permease component",Stress response and adaptation,cyanorak:CK_00000861,phnE,"phosphate/phosphonate ABC type transporter, permease component",0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1029,prfC,peptide chain release factor 3,Stress response and adaptation,cyanorak:CK_00000865,prfC,peptide chain release factor 3,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1128,,possible phosphatidic acid phosphatase,Stress response and adaptation,cyanorak:CK_00000999,PMN2A_RS06570,possible phosphatidic acid phosphatase,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1269,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1358,phoH,phosphate starvation-inducible protein,Stress response and adaptation,cyanorak:CK_00000721,phoH,phosphate starvation-inducible protein,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1533,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1574,ptrA,"transcriptional phosphate regulator, Crp family",Stress response and adaptation,cyanorak:CK_00001606,ptrA,"transcriptional phosphate regulator, Crp family",0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1575,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1577,gap3,glyceraldehyde-3-phosphate dehydrogenase,Stress response and adaptation,cyanorak:CK_00008093,gap3,glyceraldehyde-3-phosphate dehydrogenase,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1697,rplR,50S ribosomal protein L18,Stress response and adaptation,cyanorak:CK_00000520,rplR,50S ribosomal protein L18,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1744,,conserved hypothetical protein,Stress response and adaptation,cyanorak:CK_00000562,PMN2A_RS09080,conserved hypothetical protein,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1756,galM,aldose 1-epimerase family protein,Stress response and adaptation,cyanorak:CK_00000282,galM,aldose 1-epimerase family protein,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1759,glgP,glycogen phosphorylase,Stress response and adaptation,cyanorak:CK_00000118,glgP,glycogen phosphorylase,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1826,sqdB,UDP-sulfoquinovose synthase,Stress response and adaptation,cyanorak:CK_00000123,sqdB,UDP-sulfoquinovose synthase,0
LL,LLII,SS120,Prochlorococcus marinus subsp. marinus CCMP1375 (SS120),Pro1871,dnaK3,chaperone protein DnaK,Stress response and adaptation,cyanorak:CK_00000029,dnaK3,chaperone protein DnaK,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_00511,sqdB,UDP-sulfoquinovose synthase,Stress response and adaptation,cyanorak:CK_00000123,sqdB,UDP-sulfoquinovose synthase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_01141,,short chain dehydrogenase family protein,Stress response and adaptation,cyanorak:CK_00056795,fabG-2,short chain dehydrogenase family protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_01311,,hlyD secretion family protein,Stress response and adaptation,cyanorak:CK_00047685,hlyD,hlyD secretion family protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_03461,phoC,acid phosphatase,Stress response and adaptation,cyanorak:CK_00001999,phoC,acid phosphatase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_05201,,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00000794,PMN2A_RS05395,uncharacterized conserved membrane protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_08801,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_09341,,possible phosphatidic acid phosphatase,Stress response and adaptation,cyanorak:CK_00000999,PMN2A_RS06570,possible phosphatidic acid phosphatase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_10531,,NUDIX hydrolase superfamily,Stress response and adaptation,cyanorak:CK_00001443,mutT,NUDIX hydrolase superfamily,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11051,gap3,glyceraldehyde-3-phosphate dehydrogenase,Stress response and adaptation,cyanorak:CK_00008093,gap3,glyceraldehyde-3-phosphate dehydrogenase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11071,ptrA,"transcriptional phosphate regulator, Crp family",Stress response and adaptation,cyanorak:CK_00001606,ptrA,"transcriptional phosphate regulator, Crp family",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11081,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11091,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11101,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",Stress response and adaptation,cyanorak:CK_00001531,phoR,"two-component system sensor histidine kinase, phosphate sensing PhoR",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11271,ptxD,phosphonate dehydrogenase,Stress response and adaptation,cyanorak:CK_00056808,ptxD,phosphonate dehydrogenase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11281,phnE2,"phosphonate ABC transporter, permease protein PhnE",Stress response and adaptation,cyanorak:CK_00048116,phnE2,"phosphonate ABC transporter, permease protein PhnE",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11291,phnD2,"phosphonate ABC transporter, periplasmic component",Stress response and adaptation,cyanorak:CK_00006203,phnD2,"phosphonate ABC transporter, periplasmic component",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_11301,phnC2,"phosphonate ABC transporter, ATP-binding protein",Stress response and adaptation,cyanorak:CK_00008062,phnC2,"phosphonate ABC transporter, ATP-binding protein",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_12011,,conserved hypothetical protein (DUF3303),Stress response and adaptation,cyanorak:CK_00000097,PMN2A_RS00455,conserved hypothetical protein (DUF3303),0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_14061,ppk2,polyphosphate kinase 2,Stress response and adaptation,cyanorak:CK_00048151,ppk2,polyphosphate kinase 2,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_14071,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_14191,prfC,peptide chain release factor 3,Stress response and adaptation,cyanorak:CK_00000865,prfC,peptide chain release factor 3,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_14291,phnE,"phosphate/phosphonate ABC type transporter, permease component",Stress response and adaptation,cyanorak:CK_00000861,phnE,"phosphate/phosphonate ABC type transporter, permease component",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_14301,phnC,"phosphonate ABC type transporter, ATPase component",Stress response and adaptation,cyanorak:CK_00008048,phnC,"phosphonate ABC type transporter, ATPase component",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_14311,phnD,"phosphonate ABC type transporter, substrate binding component",Stress response and adaptation,cyanorak:CK_00000860,phnD,"phosphonate ABC type transporter, substrate binding component",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_14621,ahpC,2-Cys peroxiredoxin,Stress response and adaptation,cyanorak:CK_00000167,ahpC,2-Cys peroxiredoxin,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_15191,pstC,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000818,pstC,ABC-type phosphate transport system permease component,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_15201,pstA,ABC-type phosphate transport system permease component,Stress response and adaptation,cyanorak:CK_00000165,pstA,ABC-type phosphate transport system permease component,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_15211,pstB,ABC-type phosphate transport system ATPase component,Stress response and adaptation,cyanorak:CK_00000817,pstB,ABC-type phosphate transport system ATPase component,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_16871,gnd,6-phosphogluconate dehydrogenase,Stress response and adaptation,cyanorak:CK_00000875,gnd,6-phosphogluconate dehydrogenase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_16881,pgl,6-phosphogluconolactonase,Stress response and adaptation,cyanorak:CK_00000874,pgl,6-phosphogluconolactonase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_17591,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",Stress response and adaptation,cyanorak:CK_00043821,pstS,"phosphate ABC transporter, phosphate-binding protein PstS",0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_18211,,phosphate-starvation-induced PsiE-like protein,Stress response and adaptation,cyanorak:CK_00001482,,phosphate-starvation-induced PsiE-like protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_19541,phoH,phosphate starvation-inducible protein,Stress response and adaptation,cyanorak:CK_00000721,phoH,phosphate starvation-inducible protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_20711,,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00045159,,uncharacterized conserved membrane protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_22481,rlpA,rare lipoA family protein,Cell wall and membrane,cyanorak:CK_00035906,rlpA,rare lipoA family protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_22501,,conserved hypothetical protein,Stress response and adaptation,cyanorak:CK_00000562,PMN2A_RS09080,conserved hypothetical protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_23181,rplR,50S ribosomal protein L18,Stress response and adaptation,cyanorak:CK_00000520,rplR,50S ribosomal protein L18,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_24671,,pentapeptide repeats family protein,Stress response and adaptation,cyanorak:CK_00001564,,pentapeptide repeats family protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_25841,,aldose 1-epimerase family protein,Stress response and adaptation,cyanorak:CK_00000282,galM,aldose 1-epimerase family protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_25881,,aldose 1-epimerase family protein,Stress response and adaptation,cyanorak:CK_00000282,galM,aldose 1-epimerase family protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_25911,galM,aldose 1-epimerase family protein,Stress response and adaptation,cyanorak:CK_00000282,galM,aldose 1-epimerase family protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_25951,glgP,glycogen phosphorylase,Stress response and adaptation,cyanorak:CK_00000118,glgP,glycogen phosphorylase,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_26321,,outer membrane porin,Stress response and adaptation,cyanorak:CK_00002330,som,outer membrane porin,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_27791,rplJ,50S ribosomal protein L10,Stress response and adaptation,cyanorak:CK_00000428,rplJ,50S ribosomal protein L10,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_27801,rplL,50S ribosomal protein L7/L12,Stress response and adaptation,cyanorak:CK_00000429,rplL,50S ribosomal protein L7/L12,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_28361,,PAP2 superfamily protein,Stress response and adaptation,cyanorak:CK_00045468,,PAP2 superfamily protein,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_30041,dnaK3,chaperone protein DnaK,Stress response and adaptation,cyanorak:CK_00000029,dnaK3,chaperone protein DnaK,0
LL,LLIV,MIT9303,Prochlorococcus MIT9303,P9303_30171,spsA,sucrose phosphate synthase and phosphatase fusion protein,Stress response and adaptation,cyanorak:CK_00000368,spsA,sucrose phosphate synthase and phosphatase fusion protein,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0050,sqdB,UDP-sulfoquinovose synthase,Stress response and adaptation,cyanorak:CK_00000123,sqdB,UDP-sulfoquinovose synthase,0
LL,LLIV,MIT9313,Prochlorococcus MIT9313,PMT0267,,uncharacterized conserved membrane protein,Stress response and adaptation,cyanorak:CK_00045159,,uncharacterized conserved membrane protein,0
