locus_tag,gene_name,product,gene_category,contig,start,end,strand,role,ko_id,ko_name,ko_substrate,brite_leaf,tcdb_id,tcdb_name,substrate_call,resolution_level,organic_or_inorganic,substrate_source,substrate_confidence,substrate_evidence,substrate_options,sources
EZ55_01020,yaeT,outer membrane protein assembly factor BamA,Cell wall and membrane,NZ_OX359237.1,1133478,1135955,+,,kegg.orthology:K07277,"SAM50, TOB55, bamA; outer membrane protein insertion porin family",outer membrane protein insertion,Pores ion channels [TC:1],tcdb:1.B.33,The Outer Membrane Protein Insertion Porin (Bam Complex) (OmpIP) Family,unresolved,unresolved,,,none,"SAM50, TOB55, bamA; outer membrane protein insertion porin family",,brite;kegg;tcdb
EZ55_01030,kefB,cation:proton antiporter domain-containing protein,Inorganic ion transport,NZ_OX359237.1,1147040,1149007,+,,kegg.orthology:K03455,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.37,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,unresolved,unresolved,,,none,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",,brite;kegg;tcdb;func
EZ55_01063,fliD,flagellar filament capping protein FliD,Cell motility,NZ_OX359237.1,1181009,1182439,+,,kegg.orthology:K02407,fliD; flagellar hook-associated protein 2,,,,,unresolved,unresolved,,,none,fliD; flagellar hook-associated protein 2,,func
EZ55_01074,fliF,flagellar basal-body MS-ring/collar protein FliF,Cell motility,NZ_OX359237.1,1193585,1195279,+,,kegg.orthology:K02409,fliF; flagellar M-ring protein FliF,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliF; flagellar M-ring protein FliF,,tcdb
EZ55_01076,fliH,flagellar assembly protein FliH,Cell motility,NZ_OX359237.1,1196372,1197154,+,,kegg.orthology:K02411,fliH; flagellar assembly protein FliH,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliH; flagellar assembly protein FliH,,tcdb
EZ55_01077,fliI,flagellar protein export ATPase FliI,Cell motility,NZ_OX359237.1,1197147,1198481,+,ATP,kegg.orthology:K02412,fliI; flagellum-specific ATP synthase [EC:7.4.2.8],,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliI; flagellum-specific ATP synthase [EC:7.4.2.8],,tcdb
EZ55_01082,fliN,flagellar motor switch protein FliN,Cell motility,NZ_OX359237.1,1203538,1203945,+,,kegg.orthology:K02417,fliN; flagellar motor switch protein FliN,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliN; flagellar motor switch protein FliN,,tcdb
EZ55_01083,fliO,flagellar biosynthetic protein FliO,Cell motility,NZ_OX359237.1,1203974,1204426,+,,kegg.orthology:K02418,"fliO, fliZ; flagellar protein FliO/FliZ",,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,"fliO, fliZ; flagellar protein FliO/FliZ",,tcdb
EZ55_01084,fliP,flagellar type III secretion system pore protein FliP,Cell motility,NZ_OX359237.1,1204419,1205174,+,,kegg.orthology:K02419,fliP; flagellar biosynthesis protein FliP,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliP; flagellar biosynthesis protein FliP,,tcdb;func
EZ55_01085,fliQ,flagellar biosynthesis protein FliQ,Cell motility,NZ_OX359237.1,1205183,1205452,+,,kegg.orthology:K02420,fliQ; flagellar biosynthesis protein FliQ,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliQ; flagellar biosynthesis protein FliQ,,tcdb
EZ55_01086,fliR,flagellar biosynthetic protein FliR,Cell motility,NZ_OX359237.1,1205465,1206244,+,,kegg.orthology:K02421,fliR; flagellar biosynthesis protein FliR,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliR; flagellar biosynthesis protein FliR,,tcdb
EZ55_01087,flhB,flagellar biosynthesis protein FlhB,Cell motility,NZ_OX359237.1,1206251,1207375,+,,kegg.orthology:K02401,flhB; flagellar biosynthesis protein FlhB,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,flhB; flagellar biosynthesis protein FlhB,,tcdb
EZ55_01090,flhA,flagellar biosynthesis protein FlhA,Cell motility,NZ_OX359237.1,1210262,1212361,+,,kegg.orthology:K02400,flhA; flagellar biosynthesis protein FlhA,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,flhA; flagellar biosynthesis protein FlhA,,tcdb
EZ55_01111,,SulP family inorganic anion transporter,Inorganic ion transport,NZ_OX359237.1,1233702,1235339,+,PERM,kegg.orthology:K03321,"TC.SULP; sulfate permease, SulP family",sulfate,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.53.3,2.A.53.3,sulfate,specific_compound,inorganic,kegg_ko,confident,"TC.SULP; sulfate permease, SulP family",,brite;kegg;tcdb;func
EZ55_01112,,TonB-dependent receptor domain-containing protein,Inorganic ion transport,NZ_OX359237.1,1235593,1238016,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor domain-containing protein,,func
EZ55_01124,oadG,OadG family protein,Energy production,NZ_OX359237.1,1247835,1248122,+,,kegg.orthology:K01573,oadG; oxaloacetate decarboxylase (Na+ extruding) subunit gamma,,Primary active transporters [TC:3],tcdb:3.B.1.1.1,3.B.1.1.1,sodium,specific_compound,inorganic,function_description,inferred,Lyase and sodium transporter,,brite;tcdb;func
EZ55_01125,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,Energy production,NZ_OX359237.1,1248142,1249962,+,,kegg.orthology:K01571,oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2],,Primary active transporters [TC:3],tcdb:3.B.1.1.1,3.B.1.1.1,unresolved,unresolved,,,none,oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2],,brite;tcdb
EZ55_01126,oadB,sodium ion-translocating decarboxylase subunit beta,Energy production,NZ_OX359237.1,1249966,1251096,+,,kegg.orthology:K01572,K01572,,,tcdb:3.B.1.1.1,3.B.1.1.1,unresolved,unresolved,,,none,K01572,,tcdb
EZ55_01127,dppF,ATP-binding cassette domain-containing protein,Amino acid metabolism,NZ_OX359237.1,1251268,1252074,-,ATP,kegg.orthology:K12372,dppF; dipeptide transport system ATP-binding protein,dipeptide,Dipeptide transporter,tcdb:3.A.1.5.5,3.A.1.5.5,dipeptide,narrow_class,organic,kegg_ko,confident,dppF; dipeptide transport system ATP-binding protein,,brite;kegg;tcdb;func
EZ55_01128,sapD,peptide ABC transporter ATP-binding protein,Inorganic ion transport,NZ_OX359237.1,1252074,1253069,-,ATP,kegg.orthology:K02031,ddpD; peptide/nickel transport system ATP-binding protein,peptide/nickel,Cationic peptide transporter,tcdb:3.A.1.5.21,3.A.1.5.21,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ddpD; peptide/nickel transport system ATP-binding protein,peptide; nickel,brite;kegg;tcdb;func
EZ55_01129,sapC,ABC transporter permease subunit,Defense mechanisms,NZ_OX359237.1,1253071,1253964,-,PERM,kegg.orthology:K12370,dppC; dipeptide transport system permease protein,dipeptide,Dipeptide transporter,tcdb:3.A.1.5.5,3.A.1.5.5,dipeptide,narrow_class,organic,kegg_ko,confident,dppC; dipeptide transport system permease protein,,brite;kegg;tcdb;func
EZ55_01130,dppB,ABC transporter permease,Inorganic ion transport,NZ_OX359237.1,1253951,1254919,-,PERM,kegg.orthology:K12369,dppB; dipeptide transport system permease protein,dipeptide,Oligopeptide transporter,tcdb:3.A.1.5.1,3.A.1.5.1,dipeptide,narrow_class,organic,kegg_ko,confident,dppB; dipeptide transport system permease protein,,brite;kegg;tcdb;func
EZ55_01131,sapA,ABC transporter substrate-binding protein,Amino acid metabolism,NZ_OX359237.1,1254979,1256739,-,SBP,kegg.orthology:K12368,dppA; dipeptide transport system substrate-binding protein,dipeptide,Dipeptide transporter,tcdb:3.A.1.5.5,3.A.1.5.5,dipeptide,narrow_class,organic,kegg_ko,confident,dppA; dipeptide transport system substrate-binding protein,,brite;kegg;tcdb;func
EZ55_01145,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,1268476,1271421,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_01146,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,1271744,1274581,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_01153,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_OX359237.1,1280671,1282029,+,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
EZ55_01154,exbB2,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_OX359237.1,1282031,1282555,+,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
EZ55_01155,exbD2,ExbD/TolR family protein,Intracellular trafficking,NZ_OX359237.1,1282567,1282965,+,,kegg.orthology:K03559,exbD; biopolymer transport protein ExbD,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbD; biopolymer transport protein ExbD,,brite;tcdb
EZ55_01156,tonB2,energy transducer TonB,Intracellular trafficking,NZ_OX359237.1,1282967,1283572,+,,kegg.orthology:K03832,tonB; periplasmic protein TonB,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.1,2.C.1.1,unresolved,unresolved,,,none,tonB; periplasmic protein TonB,,brite;kegg;tcdb;func
EZ55_01161,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,1288106,1290196,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
EZ55_01163,pnuC,nicotinamide riboside transporter PnuC,Coenzyme metabolism,NZ_OX359237.1,1290477,1291121,+,,kegg.orthology:K03811,pnuC; nicotinamide mononucleotide transporter,nicotinamide mononucleotide,Others,tcdb:4.B.1.1,4.B.1.1,nicotinamide mononucleotide,specific_compound,organic,kegg_ko,confident,pnuC; nicotinamide mononucleotide transporter,,brite;kegg;tcdb;func
EZ55_01169,,DMT family transporter,Amino acid metabolism,NZ_OX359237.1,1294413,1295342,+,PERM,,,,,,,unresolved,unresolved,,,none,DMT family transporter,,func
EZ55_01171,ydhP,MFS transporter,Amino acid metabolism,NZ_OX359237.1,1296439,1297638,+,PERM,kegg.orthology:K18567,"pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump",MFS,Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2],tcdb:2.A.1.2.25,2.A.1.2.25,nucleoside,narrow_class,organic,kegg_ko_keyword,inferred,"pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump",,brite;kegg;tcdb;func
EZ55_01176,yiaV,HlyD family secretion protein,Defense mechanisms,NZ_OX359237.1,1300864,1301937,-,,kegg.orthology:K03543,"emrA; membrane fusion protein, multidrug efflux system",,Accessory factors involved in transport [TC:8],tcdb:8.A.1.1,8.A.1.1,unresolved,unresolved,,,none,"emrA; membrane fusion protein, multidrug efflux system",,brite;kegg;tcdb;func
EZ55_01180,cstA,carbon starvation CstA family protein,Signal transduction,NZ_OX359237.1,1305154,1306647,-,,kegg.orthology:K06200,cstA; carbon starvation protein,,Electrochemical potential-driven transporters [TC:2],,,unresolved,unresolved,,,none,cstA; carbon starvation protein,,brite;func
EZ55_01217,hcaT,MFS transporter,Amino acid metabolism,NZ_OX359237.1,1348237,1349454,+,PERM,kegg.orthology:K05820,"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter",MFS,Phenylproprionate permease (PPP) family [TC:2.A.1.27],tcdb:2.A.1.27,2.A.1.27,3-phenylpropionic acid,specific_compound,organic,kegg_ko_keyword,inferred,"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter",,brite;kegg;tcdb;func
EZ55_01225,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,NZ_OX359237.1,1357486,1360074,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_01228,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,1362066,1364999,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_01232,motY,flagellar protein MotY,Cell wall and membrane,NZ_OX359237.1,1367387,1368259,+,,kegg.orthology:K21218,motY; sodium-type flagellar protein MotY,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motY; sodium-type flagellar protein MotY,,brite;tcdb
EZ55_01249,,MATE family efflux transporter,Defense mechanisms,NZ_OX359237.1,1382465,1383847,+,,,,,,,,unresolved,unresolved,,,none,MATE family efflux transporter,,func
EZ55_01261,,SLC13 family permease,Inorganic ion transport,NZ_OX359237.1,1398700,1400424,-,PERM,,,,,,,carboxylate,broad_class,organic,function_description,inferred,COG0471 Di- and tricarboxylate transporters,,func
EZ55_01266,putP,sodium/proline symporter PutP,Amino acid metabolism,NZ_OX359237.1,1404414,1405919,-,,kegg.orthology:K03307,"TC.SSS; solute:Na+ symporter, SSS family",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.21.2,2.A.21.2,proline,specific_compound,organic,product,inferred,sodium/proline symporter PutP,,brite;kegg;tcdb;func
EZ55_01272,,vWA domain-containing protein,Transcription,NZ_OX359237.1,1413467,1415521,-,,kegg.orthology:K07114,yfbK; Ca-activated chloride channel homolog,Ca-activated chloride,Pores ion channels [TC:1],tcdb:1.A.13.2.2,1.A.13.2.2,Ca-activated chloride,specific_compound,inorganic,kegg_ko,confident,yfbK; Ca-activated chloride channel homolog,,brite;kegg;tcdb
EZ55_01273,batA,vWA domain-containing protein,Unknown,NZ_OX359237.1,1415521,1416597,-,,kegg.orthology:K07114,yfbK; Ca-activated chloride channel homolog,Ca-activated chloride,Pores ion channels [TC:1],tcdb:1.A.13.2.2,1.A.13.2.2,Ca-activated chloride,specific_compound,inorganic,kegg_ko,confident,yfbK; Ca-activated chloride channel homolog,,brite;kegg;tcdb
EZ55_01289,yfjD,HlyC/CorC family transporter,Inorganic ion transport,NZ_OX359237.1,1434561,1435856,-,,,,,,,,unresolved,unresolved,,,none,HlyC/CorC family transporter,,func
EZ55_01290,ypjD,cytochrome C assembly family protein,Unknown,NZ_OX359237.1,1436032,1436823,-,PERM,,,,,,,unresolved,unresolved,,,none,cytochrome C assembly family protein,,func
EZ55_01291,ffh,signal recognition particle protein,Intracellular trafficking,NZ_OX359237.1,1437122,1438561,+,,kegg.orthology:K03106,"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",,tcdb
EZ55_01298,,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,1449094,1452210,-,PERM,kegg.orthology:K18138,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,brite;kegg;tcdb;func
EZ55_01299,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,1452203,1453261,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
EZ55_01300,draA,ABC transporter transmembrane domain-containing protein,Defense mechanisms,NZ_OX359237.1,1453394,1455208,-,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,brite;tcdb;func
EZ55_01308,,trimeric intracellular cation channel family protein,Unknown,NZ_OX359237.1,1461142,1461771,+,,,,,,,,unresolved,unresolved,,,none,trimeric intracellular cation channel family protein,,func
EZ55_01336,tolQ,protein TolQ,Intracellular trafficking,NZ_OX359237.1,1489208,1489897,+,,kegg.orthology:K03562,tolQ; biopolymer transport protein TolQ,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.2,1.A.30.2.2,unresolved,unresolved,,,none,tolQ; biopolymer transport protein TolQ,,brite;tcdb
EZ55_01337,tolR,protein TolR,Intracellular trafficking,NZ_OX359237.1,1489927,1490346,+,,kegg.orthology:K03560,tolR; biopolymer transport protein TolR,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.2,1.A.30.2.2,unresolved,unresolved,,,none,tolR; biopolymer transport protein TolR,,brite;tcdb
EZ55_01338,tolA,cell envelope integrity protein TolA,Cell wall and membrane,NZ_OX359237.1,1490354,1491247,+,,kegg.orthology:K03646,tolA; colicin import membrane protein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.2,2.C.1.2,unresolved,unresolved,,,none,tolA; colicin import membrane protein,,brite;tcdb;func
EZ55_01339,tolB,Tol-Pal system beta propeller repeat protein TolB,Intracellular trafficking,NZ_OX359237.1,1491252,1492607,+,,kegg.orthology:K03641,tolB; TolB protein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.2,2.C.1.2,unresolved,unresolved,,,none,tolB; TolB protein,,brite;tcdb
EZ55_01340,pal,peptidoglycan-associated lipoprotein Pal,Cell wall and membrane,NZ_OX359237.1,1492648,1493214,+,,kegg.orthology:K03640,pal; peptidoglycan-associated lipoprotein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.2,2.C.1.2,unresolved,unresolved,,,none,pal; peptidoglycan-associated lipoprotein,,brite;tcdb
EZ55_01355,,OprO/OprP family phosphate-selective porin,Inorganic ion transport,NZ_OX359237.1,1505389,1506579,+,,,,,,,,phosphate,specific_compound,inorganic,product,inferred,OprO/OprP family phosphate-selective porin,,func
EZ55_01361,,hypothetical protein,Inorganic ion transport,NZ_OX359237.1,1513613,1514056,-,SBP,,,,,,,phosphate,specific_compound,inorganic,function_description,inferred,"ABC-type phosphate transport system, periplasmic component",,func
EZ55_01365,,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,1516777,1519818,-,PERM,kegg.orthology:K18138,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,brite;kegg;tcdb;func
EZ55_01366,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,1519822,1520904,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
EZ55_01368,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,1522238,1524319,+,,kegg.orthology:K16090,fiu; catecholate siderophore receptor,,Pores ion channels [TC:1],tcdb:1.B.14.1.11,1.B.14.1.11,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,fiu; catecholate siderophore receptor,,brite;tcdb;func
EZ55_01370,,efflux RND transporter permease subunit,Defense mechanisms,NZ_OX359237.1,1524999,1528178,-,PERM,,,,,,,unresolved,unresolved,,,none,efflux RND transporter permease subunit,,func
EZ55_01371,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_OX359237.1,1528188,1529336,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
EZ55_01373,ymbA,PqiC family protein,Unknown,NZ_OX359237.1,1530594,1531205,-,,kegg.orthology:K09857,pqiC; intermembrane transport lipoprotein PqiC,inter,Others,,,unresolved,unresolved,,,none,pqiC; intermembrane transport lipoprotein PqiC,,brite
EZ55_01374,pqiB,intermembrane transport protein PqiB,Secondary metabolites,NZ_OX359237.1,1531383,1533035,-,,kegg.orthology:K06192,"pqiB, letB; intermembrane transport protein PqiB/LetB",inter,Others,,,unresolved,unresolved,,,none,"pqiB, letB; intermembrane transport protein PqiB/LetB",,brite
EZ55_01375,pqiA,paraquat-inducible protein A,Unknown,NZ_OX359237.1,1533032,1534174,-,,kegg.orthology:K03808,"pqiA, letA; intermembrane transport protein PqiA/LetA",inter,Others,,,unresolved,unresolved,,,none,"pqiA, letA; intermembrane transport protein PqiA/LetA",,brite
EZ55_01383,,TonB-dependent receptor domain-containing protein,Inorganic ion transport,NZ_OX359237.1,1542411,1545218,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_01384,SLC35B2,hypothetical protein,Inorganic ion transport,NZ_OX359237.1,1545299,1545595,-,,kegg.orthology:K15276,"SLC35B2, PAPST1; solute carrier family 35 (adenosine 3^-phospho 5^-phosphosulfate transporter), member B2",solute carrier family 35 (adenosine 3^-phospho 5^-phosphosulfate,SLC35: Nucleoside-sugar transporter,tcdb:2.A.7.11.2,2.A.7.11.2,solute carrier family 35 (adenosine 3^-phospho 5^-phosphosulfate,specific_compound,inorganic,kegg_ko,confident,"SLC35B2, PAPST1; solute carrier family 35 (adenosine 3^-phospho 5^-phosphosulfate transporter), member B2",,brite;kegg;tcdb;func
EZ55_01394,,calcium/sodium antiporter,Inorganic ion transport,NZ_OX359237.1,1556377,1557345,-,,kegg.orthology:K07301,yrbG; cation:H+ antiporter,,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.19.5,2.A.19.5,sodium,specific_compound,inorganic,product,inferred,calcium/sodium antiporter,,brite;kegg;tcdb;func
EZ55_01406,,FecCD family ABC transporter permease,Inorganic ion transport,NZ_OX359237.1,1568947,1569924,+,PERM,kegg.orthology:K02015,ABC.FEV.P; iron complex transport system permease protein,iron complex,Vitamin B12 transporter,tcdb:3.A.1.13,3.A.1.13,iron complex,specific_compound,inorganic,kegg_ko,confident,ABC.FEV.P; iron complex transport system permease protein,,brite;kegg;tcdb;func
EZ55_01407,,ABC transporter ATP-binding protein,Inorganic ion transport,NZ_OX359237.1,1569941,1570894,+,ATP,kegg.orthology:K02013,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],iron complex,Vitamin B12 transporter,tcdb:3.A.1.13,3.A.1.13,iron complex,specific_compound,inorganic,kegg_ko,confident,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],,brite;kegg;tcdb;func
EZ55_01411,ktrA,potassium channel family protein,Inorganic ion transport,NZ_OX359237.1,1574245,1574901,+,SBP,kegg.orthology:K03499,"trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.38.1,2.A.38.1,potassium,specific_compound,inorganic,kegg_ko_keyword,inferred,"trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",,brite;kegg;tcdb;func
EZ55_01412,ktrB,TrkH family potassium uptake protein,Inorganic ion transport,NZ_OX359237.1,1574898,1576262,+,,kegg.orthology:K03498,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.38.1,2.A.38.1,potassium,specific_compound,inorganic,kegg_ko_keyword,inferred,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",,brite;kegg;tcdb;func
EZ55_01415,atmA,ABCB family ABC transporter ATP-binding protein/permease,Defense mechanisms,NZ_OX359237.1,1576864,1578684,-,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,brite;tcdb;func
EZ55_01436,ybbA,ABC transporter ATP-binding protein,Secondary metabolites,NZ_OX359237.1,1591485,1592183,+,ATP,kegg.orthology:K02003,ABC.CD.A; putative ABC transport system ATP-binding protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.A; putative ABC transport system ATP-binding protein,,brite;kegg;tcdb;func
EZ55_01437,ybbP,ABC transporter permease,Secondary metabolites,NZ_OX359237.1,1592184,1594706,+,PERM,kegg.orthology:K02004,ABC.CD.P; putative ABC transport system permease protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.P; putative ABC transport system permease protein,,brite;kegg;tcdb;func
EZ55_01440,tqsA,AI-2E family transporter,Unknown,NZ_OX359237.1,1596404,1597444,+,,kegg.orthology:K11744,tqsA; AI-2 transport protein TqsA,AI-2,,,,unresolved,unresolved,,,none,tqsA; AI-2 transport protein TqsA,,func
EZ55_01463,bamE,outer membrane protein assembly factor BamE,Translation,NZ_OX359237.1,1618966,1619322,-,,kegg.orthology:K06186,"bamE, smpA; outer membrane protein assembly factor BamE",,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,"bamE, smpA; outer membrane protein assembly factor BamE",,brite;tcdb
EZ55_01472,,GntP family permease,Amino acid metabolism,NZ_OX359237.1,1630435,1631730,-,PERM,,,,,,,gluconate,specific_compound,organic,function_description,inferred,COG2610 H gluconate symporter and related permeases,,func
EZ55_01473,,TonB-dependent receptor,Inorganic ion transport,NZ_OX359237.1,1631994,1634372,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
EZ55_01479,dnaK,molecular chaperone DnaK,Post-translational modification,NZ_OX359237.1,1642072,1644000,+,,kegg.orthology:K04043,"dnaK, HSPA9; molecular chaperone DnaK",,,tcdb:1.A.33.1,1.A.33.1,unresolved,unresolved,,,none,"dnaK, HSPA9; molecular chaperone DnaK",,tcdb
EZ55_01500,corC,CNNM family magnesium/cobalt transport protein CorC,Inorganic ion transport,NZ_OX359237.1,1671788,1672645,-,,kegg.orthology:K06189,"corC, tlyC; hemolysin (HlyC) family protein",,Pores ion channels [TC:1],tcdb:9.A.40.1.2,9.A.40.1.2,cobalt,specific_compound,inorganic,product,inferred,CNNM family magnesium/cobalt transport protein CorC,,brite;tcdb;func
