system_id,locus_tags,gene_names,n_genes,KO_ids,component_roles,substrate_call,resolution_level,confidence_flag,source,substrate_evidence,substrate_options,importer_or_exporter,organic_or_inorganic,gene_categories
EZ55_TS138,EZ55_01126,oadB,1,kegg.orthology:K01572,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),K01572,,non_transporter,unknown,Energy production
EZ55_TS139,EZ55_01127;EZ55_01128;EZ55_01129;EZ55_01130;EZ55_01131,dppF;sapD;sapC;dppB;sapA,5,kegg.orthology:K12372;kegg.orthology:K02031;kegg.orthology:K12370;kegg.orthology:K12369;kegg.orthology:K12368,ATP;ATP;PERM;PERM;SBP,dipeptide,narrow_class,confident,kegg_ko,dppF; dipeptide transport system ATP-binding protein,,importer,organic,Amino acid metabolism;Defense mechanisms;Inorganic ion transport
EZ55_TS140,EZ55_01145,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS141,EZ55_01146,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS142,EZ55_01153,,1,kegg.orthology:K03561,-,unresolved,unresolved,none,,exbB; biopolymer transport protein ExbB,,importer,unknown,Intracellular trafficking
EZ55_TS143,EZ55_01154,exbB2,1,kegg.orthology:K03561,-,unresolved,unresolved,none,,exbB; biopolymer transport protein ExbB,,importer,unknown,Intracellular trafficking
EZ55_TS144,EZ55_01155,exbD2,1,kegg.orthology:K03559,-,unresolved,unresolved,none,,exbD; biopolymer transport protein ExbD,,importer,unknown,Intracellular trafficking
EZ55_TS145,EZ55_01156,tonB2,1,kegg.orthology:K03832,-,unresolved,unresolved,none,,tonB; periplasmic protein TonB,,importer,unknown,Intracellular trafficking
EZ55_TS146,EZ55_01161,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS147,EZ55_01163,pnuC,1,kegg.orthology:K03811,-,nicotinamide mononucleotide,specific_compound,confident,kegg_ko,pnuC; nicotinamide mononucleotide transporter,,importer,organic,Coenzyme metabolism
EZ55_TS148,EZ55_01169,,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
EZ55_TS149,EZ55_01171,ydhP,1,kegg.orthology:K18567,PERM,nucleoside,narrow_class,inferred,kegg_ko_keyword,"pbuE; MFS transporter, DHA1 family, purine base/nucleoside efflux pump",,exporter,organic,Amino acid metabolism
EZ55_TS150,EZ55_01176,yiaV,1,kegg.orthology:K03543,-,unresolved,unresolved,none,,"emrA; membrane fusion protein, multidrug efflux system",,exporter,unknown,Defense mechanisms
EZ55_TS151,EZ55_01180,cstA,1,kegg.orthology:K06200,-,unresolved,unresolved,none,,cstA; carbon starvation protein,,importer,unknown,Signal transduction
EZ55_TS152,EZ55_01217,hcaT,1,kegg.orthology:K05820,PERM,3-phenylpropionic acid,specific_compound,inferred,kegg_ko_keyword,"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter",,importer,organic,Amino acid metabolism
EZ55_TS153,EZ55_01225,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS154,EZ55_01228,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS155,EZ55_01232,motY,1,kegg.orthology:K21218,-,unresolved,unresolved,none,,motY; sodium-type flagellar protein MotY,,importer,unknown,Cell wall and membrane
EZ55_TS156,EZ55_01249,,1,,-,unresolved,unresolved,none,,MATE family efflux transporter,,exporter,unknown,Defense mechanisms
EZ55_TS157,EZ55_01261,,1,,PERM,carboxylate,broad_class,inferred,function_description,COG0471 Di- and tricarboxylate transporters,,importer,organic,Inorganic ion transport
EZ55_TS158,EZ55_01266,putP,1,kegg.orthology:K03307,-,proline,specific_compound,inferred,product,sodium/proline symporter PutP,,importer,organic,Amino acid metabolism
EZ55_TS159,EZ55_01272,,1,kegg.orthology:K07114,-,Ca-activated chloride,specific_compound,confident,kegg_ko,yfbK; Ca-activated chloride channel homolog,,importer,inorganic,Transcription
EZ55_TS160,EZ55_01273,batA,1,kegg.orthology:K07114,-,Ca-activated chloride,specific_compound,confident,kegg_ko,yfbK; Ca-activated chloride channel homolog,,importer,inorganic,Unknown
EZ55_TS161,EZ55_01289,yfjD,1,,-,unresolved,unresolved,none,,HlyC/CorC family transporter,,importer,unknown,Inorganic ion transport
EZ55_TS162,EZ55_01290,ypjD,1,,PERM,unresolved,unresolved,none,,cytochrome C assembly family protein,,importer,unknown,Unknown
EZ55_TS163,EZ55_01291,ffh,1,kegg.orthology:K03106,-,unresolved,unresolved,none,,"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",,importer,unknown,Intracellular trafficking
EZ55_TS164,EZ55_01298,,1,kegg.orthology:K18138,PERM,unresolved,unresolved,none,,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,exporter,unknown,Defense mechanisms
EZ55_TS165,EZ55_01299;EZ55_01300,;draA,2,kegg.orthology:K06147,-;ATP,unresolved,unresolved,none,,efflux RND transporter periplasmic adaptor subunit,,exporter,unknown,Cell wall and membrane;Defense mechanisms
EZ55_TS166,EZ55_01308,,1,,-,unresolved,unresolved,none,,trimeric intracellular cation channel family protein,,importer,unknown,Unknown
EZ55_TS167,EZ55_01336,tolQ,1,kegg.orthology:K03562,-,unresolved,unresolved,none,,tolQ; biopolymer transport protein TolQ,,importer,unknown,Intracellular trafficking
EZ55_TS168,EZ55_01337,tolR,1,kegg.orthology:K03560,-,unresolved,unresolved,none,,tolR; biopolymer transport protein TolR,,importer,unknown,Intracellular trafficking
EZ55_TS169,EZ55_01338,tolA,1,kegg.orthology:K03646,-,unresolved,unresolved,none,,tolA; colicin import membrane protein,,importer,unknown,Cell wall and membrane
EZ55_TS170,EZ55_01339,tolB,1,kegg.orthology:K03641,-,unresolved,unresolved,none,,tolB; TolB protein,,importer,unknown,Intracellular trafficking
EZ55_TS171,EZ55_01340,pal,1,kegg.orthology:K03640,-,unresolved,unresolved,none,,pal; peptidoglycan-associated lipoprotein,,importer,unknown,Cell wall and membrane
EZ55_TS172,EZ55_01355,,1,,-,phosphate,specific_compound,inferred,product,OprO/OprP family phosphate-selective porin,,importer,inorganic,Inorganic ion transport
EZ55_TS173,EZ55_01361,,1,,SBP,phosphate,specific_compound,inferred,function_description,"ABC-type phosphate transport system, periplasmic component",,importer,inorganic,Inorganic ion transport
EZ55_TS174,EZ55_01365,,1,kegg.orthology:K18138,PERM,unresolved,unresolved,none,,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,exporter,unknown,Defense mechanisms
EZ55_TS175,EZ55_01366,,1,,-,unresolved,unresolved,none,,efflux RND transporter periplasmic adaptor subunit,,exporter,unknown,Cell wall and membrane
EZ55_TS176,EZ55_01368,,1,kegg.orthology:K16090,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,fiu; catecholate siderophore receptor,,importer,inorganic,Inorganic ion transport
EZ55_TS177,EZ55_01370,,1,,PERM,unresolved,unresolved,none,,efflux RND transporter permease subunit,,exporter,unknown,Defense mechanisms
EZ55_TS178,EZ55_01371,,1,,-,unresolved,unresolved,none,,efflux RND transporter periplasmic adaptor subunit,,exporter,unknown,Cell wall and membrane
EZ55_TS179,EZ55_01373,ymbA,1,kegg.orthology:K09857,-,unresolved,unresolved,none,,pqiC; intermembrane transport lipoprotein PqiC,,importer,unknown,Unknown
EZ55_TS180,EZ55_01374,pqiB,1,kegg.orthology:K06192,-,unresolved,unresolved,none,,"pqiB, letB; intermembrane transport protein PqiB/LetB",,importer,unknown,Secondary metabolites
EZ55_TS181,EZ55_01375,pqiA,1,kegg.orthology:K03808,-,unresolved,unresolved,none,,"pqiA, letA; intermembrane transport protein PqiA/LetA",,importer,unknown,Unknown
EZ55_TS182,EZ55_01383,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS183,EZ55_01384,SLC35B2,1,kegg.orthology:K15276,-,solute carrier family 35 (adenosine 3^-phospho 5^-phosphosulfate,specific_compound,confident,kegg_ko,"SLC35B2, PAPST1; solute carrier family 35 (adenosine 3^-phospho 5^-phosphosulfate transporter), member B2",,importer,inorganic,Inorganic ion transport
EZ55_TS184,EZ55_01394,,1,kegg.orthology:K07301,-,sodium,specific_compound,inferred,product,calcium/sodium antiporter,,importer,inorganic,Inorganic ion transport
EZ55_TS185,EZ55_01406;EZ55_01407,;,2,kegg.orthology:K02015;kegg.orthology:K02013,PERM;ATP,iron complex,specific_compound,confident,kegg_ko,ABC.FEV.P; iron complex transport system permease protein,,importer,inorganic,Inorganic ion transport
EZ55_TS186,EZ55_01411,ktrA,1,kegg.orthology:K03499,SBP,potassium,specific_compound,inferred,kegg_ko_keyword,"trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",,importer,inorganic,Inorganic ion transport
EZ55_TS187,EZ55_01412,ktrB,1,kegg.orthology:K03498,-,potassium,specific_compound,inferred,kegg_ko_keyword,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",,importer,inorganic,Inorganic ion transport
EZ55_TS188,EZ55_01415,atmA,1,kegg.orthology:K06147,ATP,unresolved,unresolved,none,,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,importer,unknown,Defense mechanisms
EZ55_TS189,EZ55_01436;EZ55_01437,ybbA;ybbP,2,kegg.orthology:K02003;kegg.orthology:K02004,ATP;PERM,unresolved,unresolved,none,,ABC.CD.A; putative ABC transport system ATP-binding protein,,importer,unknown,Secondary metabolites
EZ55_TS190,EZ55_01440,tqsA,1,kegg.orthology:K11744,-,unresolved,unresolved,none,,tqsA; AI-2 transport protein TqsA,,importer,unknown,Unknown
EZ55_TS191,EZ55_01463,bamE,1,kegg.orthology:K06186,-,unresolved,unresolved,none,,"bamE, smpA; outer membrane protein assembly factor BamE",,importer,unknown,Translation
EZ55_TS192,EZ55_01472,,1,,PERM,gluconate,specific_compound,inferred,function_description,COG2610 H gluconate symporter and related permeases,,importer,organic,Amino acid metabolism
EZ55_TS193,EZ55_01473,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS194,EZ55_01479,dnaK,1,kegg.orthology:K04043,-,unresolved,unresolved,none,,"dnaK, HSPA9; molecular chaperone DnaK",,importer,unknown,Post-translational modification
EZ55_TS195,EZ55_01500,corC,1,kegg.orthology:K06189,-,cobalt,specific_compound,inferred,product,CNNM family magnesium/cobalt transport protein CorC,,importer,inorganic,Inorganic ion transport
EZ55_TS196,EZ55_01513,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS197,EZ55_01519,alsT,1,kegg.orthology:K03310,-,glycine,specific_compound,inferred,kegg_ko_keyword,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",,importer,organic,Amino acid metabolism
EZ55_TS198,EZ55_01552,fnt,1,kegg.orthology:K06212,-,nitrite,specific_compound,inferred,product,formate/nitrite transporter family protein,,importer,inorganic,Inorganic ion transport
EZ55_TS199,EZ55_01565,gltP,1,,-,amino acid,broad_class,inferred,product,dicarboxylate/amino acid:cation symporter,,importer,organic,Intracellular trafficking
EZ55_TS200,EZ55_01570,crr,1,kegg.orthology:K02777,-,sugar,broad_class,inferred,kegg_ko_keyword,crr; sugar PTS system EIIA component [EC:2.7.1.-],,importer,organic,Carbohydrate metabolism
EZ55_TS201,EZ55_01582,czcA,1,kegg.orthology:K18138,PERM,unresolved,unresolved,none,,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,exporter,unknown,Defense mechanisms
EZ55_TS202,EZ55_01583,ttgA,1,,-,unresolved,unresolved,none,,efflux RND transporter periplasmic adaptor subunit,,exporter,unknown,Cell wall and membrane
EZ55_TS203,EZ55_01584,kefC,1,kegg.orthology:K03455,-,unresolved,unresolved,none,,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",,importer,unknown,Inorganic ion transport
EZ55_TS204,EZ55_01585,ywrO,1,kegg.orthology:K11748,-,unresolved,unresolved,none,,kefG; glutathione-regulated potassium-efflux system ancillary protein KefG,,exporter,unknown,Unknown
EZ55_TS205,EZ55_01595,uraH,1,kegg.orthology:K07127,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),"uraH, pucM, hiuH; 5-hydroxyisourate hydrolase [EC:3.5.2.17]",,non_transporter,unknown,Unknown
EZ55_TS206,EZ55_01602,yjcD,1,kegg.orthology:K06901,PERM,adenine/guanine/hypoxanthine,multi_substrate,confident,kegg_ko,"pbuG, azgA, ghxP, ghxQ, adeQ; adenine/guanine/hypoxanthine permease",adenine; guanine; hypoxanthine,importer,organic,Unknown
EZ55_TS207,EZ55_01608,,1,,PERM,nucleoside,narrow_class,inferred,product,purine nucleoside permease,,importer,organic,Nucleotide metabolism
EZ55_TS208,EZ55_01609,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS209,EZ55_01610,xanQ,1,kegg.orthology:K03458,PERM,unresolved,unresolved,none,,"TC.NCS2; nucleobase:cation symporter-2, NCS2 family",,importer,unknown,Nucleotide metabolism
EZ55_TS210,EZ55_01615,,1,,-,unresolved,unresolved,none,,sulfite exporter TauE/SafE family protein,,exporter,unknown,Unknown
EZ55_TS211,EZ55_01621,,1,,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,mechanosensitive ion channel family protein,,importer,inorganic,Cell wall and membrane
EZ55_TS212,EZ55_01632,,1,kegg.orthology:K20920,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),vpsM; polysaccharide biosynthesis protein VpsM,,non_transporter,unknown,Unknown
EZ55_TS213,EZ55_01633,gumB,1,kegg.orthology:K20988,-,unresolved,unresolved,none,,vpsN; polysaccharide biosynthesis/export protein VpsN,,exporter,unknown,Cell wall and membrane
EZ55_TS214,EZ55_01634,,1,kegg.orthology:K16554,-,saccharide,broad_class,confident,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),"exoP, vpsO; polysaccharide biosynthesis transport protein [EC:2.7.10.3]",,non_transporter,organic,Cell cycle and division
EZ55_TS215,EZ55_01673,lolC,1,kegg.orthology:K09808,PERM,unresolved,unresolved,none,,lolC_E_F; lipoprotein-releasing system permease protein,,exporter,unknown,Cell wall and membrane
EZ55_TS216,EZ55_01676,,1,,PERM,unresolved,unresolved,none,,energy-coupling factor ABC transporter permease,,importer,unknown,Unknown
EZ55_TS217,EZ55_01684,,1,,-,sugar,broad_class,inferred,function_description,Sugar (and other) transporter,,importer,organic,Carbohydrate metabolism
EZ55_TS218,EZ55_01688,,1,,-,unresolved,unresolved,none,,MFS transporter,,importer,unknown,Amino acid metabolism
EZ55_TS219,EZ55_01706,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS220,EZ55_01709,,1,,-,unresolved,unresolved,none,,Na+/H+ antiporter NhaC family protein,,importer,unknown,Energy production
EZ55_TS221,EZ55_01723;EZ55_01724,lolD;lolE,2,kegg.orthology:K09810;kegg.orthology:K09808,ATP;PERM,unresolved,unresolved,none,,lolD; lipoprotein-releasing system ATP-binding protein [EC:7.6.2.-],,exporter,unknown,Cell wall and membrane;Defense mechanisms
EZ55_TS222,EZ55_01726,gltT,1,kegg.orthology:K03309,-,amino acid,broad_class,inferred,kegg_ko_keyword,"TC.DAACS; dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family",,importer,organic,Intracellular trafficking
EZ55_TS223,EZ55_01737,,1,kegg.orthology:K00799,-,unresolved,unresolved,none,,"GST, gst; glutathione S-transferase [EC:2.5.1.18]",,importer,unknown,Post-translational modification
EZ55_TS224,EZ55_01780,,1,kegg.orthology:K03457,PERM,unresolved,unresolved,none,,"TC.NCS1; nucleobase:cation symporter-1, NCS1 family",,importer,unknown,Nucleotide metabolism
EZ55_TS225,EZ55_01783,,1,kegg.orthology:K09823,-,iron/siderophore,specific_compound,inferred,function_description,Ferric uptake regulator family,,importer,inorganic,Inorganic ion transport
EZ55_TS226,EZ55_01790,ecnAB,1,kegg.orthology:K16348,-,unresolved,unresolved,none,,ecnB; entericidin B,,importer,unknown,Unknown
EZ55_TS227,EZ55_01791,,1,,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,mechanosensitive ion channel family protein,,importer,inorganic,Cell wall and membrane
EZ55_TS228,EZ55_01792,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor plug domain-containing protein,,importer,unknown,Inorganic ion transport
EZ55_TS229,EZ55_01816,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS230,EZ55_01826,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Inorganic ion transport
EZ55_TS231,EZ55_01829;EZ55_01830;EZ55_01831,ynjB;ynjC;ynjD,3,kegg.orthology:K05777;kegg.orthology:K05778;kegg.orthology:K05779,SBP;PERM;ATP,unresolved,unresolved,none,,ynjB; putative thiamine transport system substrate-binding protein,,importer,unknown,Inorganic ion transport;Unknown
EZ55_TS232,EZ55_01843,,1,kegg.orthology:K11748,-,unresolved,unresolved,none,,kefG; glutathione-regulated potassium-efflux system ancillary protein KefG,,exporter,unknown,Unknown
EZ55_TS233,EZ55_01848;EZ55_01849;EZ55_01850;EZ55_01851,;;;drrA,4,kegg.orthology:K02014;kegg.orthology:K01992;kegg.orthology:K01992;kegg.orthology:K01990,-;PERM;PERM;ATP,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Defense mechanisms;Inorganic ion transport;Unknown
EZ55_TS234,EZ55_01858,betT,1,kegg.orthology:K02168,-,choline/glycine/proline betaine,multi_substrate,confident,kegg_ko,"betT, betS; choline/glycine/proline betaine transport protein",choline; glycine; proline betaine,importer,organic,Cell wall and membrane
EZ55_TS235,EZ55_01859,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
EZ55_TS236,EZ55_01905,lptE,1,kegg.orthology:K03643,-,unresolved,unresolved,none,reclassified: surface-polysaccharide / cell-envelope biosynthesis-export (not a solute importer),"lptE, rlpB; LPS-assembly lipoprotein",,non_transporter,unknown,Cell wall and membrane
EZ55_TS237,EZ55_01918,secG,1,kegg.orthology:K03075,-,unresolved,unresolved,none,reclassified: protein-export/secretion (not a solute importer),secG; preprotein translocase subunit SecG,,non_transporter,unknown,Intracellular trafficking
EZ55_TS238,EZ55_01930,putP,1,kegg.orthology:K03307,-,proline,specific_compound,inferred,product,sodium/proline symporter PutP,,importer,organic,Amino acid metabolism
EZ55_TS239,EZ55_01933,,1,,-,unresolved,unresolved,none,reclassified: mechanosensitive ion channel; organic call is a spurious 'membrane lipid bilayer' match,mechanosensitive ion channel family protein,,importer,inorganic,Cell wall and membrane
EZ55_TS240,EZ55_01966,yhjX,1,,PERM,unresolved,unresolved,none,,OFA family MFS transporter,,importer,unknown,Inorganic ion transport
EZ55_TS241,EZ55_01969,,1,kegg.orthology:K03832,-,unresolved,unresolved,none,,tonB; periplasmic protein TonB,,importer,unknown,Intracellular trafficking
EZ55_TS242,EZ55_01975,cysZ,1,kegg.orthology:K06203,-,sulfate,specific_compound,inferred,product,sulfate transporter CysZ,,importer,inorganic,Amino acid metabolism
EZ55_TS243,EZ55_01980,comA,1,kegg.orthology:K02238,-,unresolved,unresolved,none,,comEC; competence protein ComEC,,importer,unknown,Unknown
EZ55_TS244,EZ55_01981,msbA,1,kegg.orthology:K11085,ATP,lipid,broad_class,inferred,product,lipid A export permease/ATP-binding protein MsbA,,exporter,organic,Defense mechanisms
EZ55_TS245,EZ55_01986,,1,kegg.orthology:K02030,SBP,polar amino acid,narrow_class,confident,kegg_ko,ABC.PA.S; polar amino acid transport system substrate-binding protein,glutamate; aspartate; glutamine; arginine,importer,organic,Amino acid metabolism
EZ55_TS246,EZ55_02006,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS247,EZ55_02008,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor,,importer,unknown,Coenzyme metabolism
EZ55_TS248,EZ55_02015,,1,kegg.orthology:K16211,PERM,maltose/moltooligosaccharide,multi_substrate,confident,kegg_ko,"malY, malT; maltose/moltooligosaccharide transporter",maltose; moltooligosaccharide,importer,organic,Carbohydrate metabolism
EZ55_TS249,EZ55_02088,,1,kegg.orthology:K03308,-,sodium,specific_compound,inferred,product,sodium-dependent transporter,,importer,inorganic,Unknown
EZ55_TS250,EZ55_02089,nhaC,1,kegg.orthology:K03315,-,unresolved,unresolved,none,,"nhaC; Na+:H+ antiporter, NhaC family",,importer,unknown,Energy production
EZ55_TS251,EZ55_02095,,1,kegg.orthology:K07003,PERM,unresolved,unresolved,none,,K07003; uncharacterized protein,,exporter,unknown,Unknown
EZ55_TS252,EZ55_02100,uup,1,kegg.orthology:K15738,ATP,unresolved,unresolved,none,,uup; ABC transport system ATP-binding/permease protein,,importer,unknown,Unknown
EZ55_TS253,EZ55_02114,chrA,1,kegg.orthology:K07240,-,unresolved,unresolved,none,,chrA; chromate transporter,,exporter,unknown,Inorganic ion transport
EZ55_TS254,EZ55_02117,fecA,1,kegg.orthology:K16091,-,Fe(3+) dicitrate,specific_compound,confident,kegg_ko,fecA; Fe(3+) dicitrate transport protein,,importer,organic,Inorganic ion transport
EZ55_TS255,EZ55_02127,ybaL,1,kegg.orthology:K03455,-,unresolved,unresolved,none,,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",,importer,unknown,Inorganic ion transport
EZ55_TS256,EZ55_02131,ccoN,1,kegg.orthology:K00404,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9],,non_transporter,unknown,Energy production
EZ55_TS257,EZ55_02132,ccoO,1,kegg.orthology:K00405,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),ccoO; cytochrome c oxidase cbb3-type subunit II,,non_transporter,unknown,Energy production
EZ55_TS258,EZ55_02133,ccoQ,1,kegg.orthology:K00407,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),ccoQ; cytochrome c oxidase cbb3-type subunit IV,,non_transporter,unknown,Post-translational modification
EZ55_TS259,EZ55_02134,ccoP,1,kegg.orthology:K00406,-,unresolved,unresolved,none,reclassified: enzyme / biosynthesis (not a membrane solute transporter),ccoP; cytochrome c oxidase cbb3-type subunit III,,non_transporter,unknown,Energy production
EZ55_TS260,EZ55_02136,ccoI,1,kegg.orthology:K01533,ATP,unresolved,unresolved,none,,copB; P-type Cu2+ transporter [EC:7.2.2.9],,importer,unknown,Inorganic ion transport
EZ55_TS261,EZ55_02138,braZ,1,kegg.orthology:K09792,-,unresolved,unresolved,none,,K09792; uncharacterized protein,,exporter,unknown,Unknown
EZ55_TS262,EZ55_02147,,1,,-,lysine,specific_compound,inferred,function_description,Lysine exporter protein (LysE YggA),,exporter,organic,Amino acid metabolism
EZ55_TS263,EZ55_02169,yccA,1,kegg.orthology:K19416,-,unresolved,unresolved,none,,yccA; modulator of FtsH protease,,importer,unknown,Unknown
EZ55_TS264,EZ55_02176,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor plug domain-containing protein,,importer,unknown,Inorganic ion transport
EZ55_TS265,EZ55_02178,fluC,1,kegg.orthology:K06199,-,unresolved,unresolved,none,,"crcB, FEX; fluoride exporter",,exporter,unknown,Cell cycle and division
EZ55_TS266,EZ55_02181,ftsK,1,kegg.orthology:K03466,ATP,unresolved,unresolved,none,,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",,importer,unknown,Cell cycle and division
EZ55_TS267,EZ55_02206,,1,,PERM,unresolved,unresolved,none,,DMT family transporter,,importer,unknown,Amino acid metabolism
EZ55_TS268,EZ55_02208,bamC,1,kegg.orthology:K07287,-,unresolved,unresolved,none,,bamC; outer membrane protein assembly factor BamC,,importer,unknown,Cell wall and membrane
EZ55_TS269,EZ55_02212,perM,1,kegg.orthology:K03548,PERM,unresolved,unresolved,none,,perM; putative permease,,importer,unknown,Unknown
EZ55_TS270,EZ55_02235,mdtK,1,kegg.orthology:K03327,-,unresolved,unresolved,none,,"SLC47A, MATE, DTX; MATE family, multidrug and toxin extrusion protein",,exporter,unknown,Defense mechanisms
EZ55_TS271,EZ55_02282,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS272,EZ55_02285,,1,,PERM,unresolved,unresolved,none,,efflux RND transporter permease subunit,,exporter,unknown,Defense mechanisms
EZ55_TS273,EZ55_02286,,1,,-,unresolved,unresolved,none,,efflux RND transporter periplasmic adaptor subunit,,exporter,unknown,Cell wall and membrane
EZ55_TS274,EZ55_02296,fur,1,kegg.orthology:K03711,-,unresolved,unresolved,none,,"fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",,importer,unknown,Transcription
EZ55_TS275,EZ55_02304;EZ55_02305,;mdtB,2,kegg.orthology:K03585;kegg.orthology:K03296,-;PERM,unresolved,unresolved,none,,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",,exporter,unknown,Cell wall and membrane;Defense mechanisms
EZ55_TS276,EZ55_02306,,1,kegg.orthology:K03296,PERM,unresolved,unresolved,none,,"TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family",,exporter,unknown,Defense mechanisms
EZ55_TS277,EZ55_02322,,1,kegg.orthology:K02014,-,iron/siderophore,specific_compound,inferred,kegg_ko_keyword,TC.FEV.OM; iron complex outermembrane recepter protein,,importer,inorganic,Inorganic ion transport
EZ55_TS278,EZ55_02327;EZ55_02328;EZ55_02329,;modB;modA,3,kegg.orthology:K02017;kegg.orthology:K02018;kegg.orthology:K02020,ATP;PERM;SBP,molybdate,specific_compound,confident,kegg_ko,modC; molybdate transport system ATP-binding protein [EC:7.3.2.5],,importer,inorganic,Inorganic ion transport
EZ55_TS279,EZ55_02349,,1,,-,unresolved,unresolved,none,,TonB-dependent receptor domain-containing protein,,importer,unknown,Inorganic ion transport
EZ55_TS280,EZ55_02351,rhtA,1,kegg.orthology:K11939,PERM,unresolved,unresolved,none,,rhtA; inner membrane transporter RhtA,,importer,unknown,Unknown
EZ55_TS281,EZ55_02395,dagA,1,kegg.orthology:K03310,-,glycine,specific_compound,inferred,kegg_ko_keyword,"TC.AGCS; alanine or glycine:cation symporter, AGCS family",,importer,organic,Amino acid metabolism
