og_id,consensus_product,total_member_count,total_organism_count,proc_strains,proc_members,proc_hypo_members,frac_hypo,tier,is_hypothetical,breadth,n_significant_datapoints,best_rank,max_abs_log2fc,direction,direction_by_treatment,n_tested_datapoints,pct_datapoints_de,n_members_with_de,dominant_category,responded,is_broad,is_prominent,is_highlight
cyanorak:CK_00000877,glutamyl-tRNA reductase,21,21,17,17,0,0.0,core,False,7,24,2.0,3.94,mixed,"{'carbon': 'mixed', 'coculture': 'down', 'darkness': 'mixed', 'iron': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up'}",,,5.0,Coenzyme metabolism,True,True,True,False
cyanorak:CK_00000032,photosystem I core protein PsaB,23,21,17,19,0,0.0,core,False,7,23,2.0,4.58,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down', 'viral': 'down'}",,,5.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000705,cell division protein FtsZ,21,21,17,17,0,0.0,core,False,7,23,2.0,3.35,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'growth_phase': 'up', 'light': 'mixed', 'nitrogen': 'mixed', 'salt': 'down', 'viral': 'down'}",,,5.0,Cell cycle and division,True,True,True,False
cyanorak:CK_00000680,carboxysome shell component,21,21,17,17,0,0.0,core,False,7,23,14.0,4.04,mixed,"{'carbon': 'down', 'darkness': 'down', 'growth_phase': 'up', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up', 'viral': 'up'}",,,6.0,Photosynthesis,True,True,False,False
cyanorak:CK_00000568,30S ribosomal protein S1,21,21,17,17,0,0.0,core,False,7,23,2.0,2.38,mixed,"{'carbon': 'mixed', 'coculture': 'up', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,5.0,Translation,True,True,True,False
cyanorak:CK_00000010,AbrB-like transcriptional regulator involved in photosynthesis regulation,26,21,17,18,0,0.0,core,False,7,22,1.0,4.67,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'plastic': 'up', 'salt': 'down', 'viral': 'down'}",,,7.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000259,"apocarotenoid-15,15^-oxygenase",24,21,17,20,0,0.0,core,False,7,22,10.0,11.45,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'mixed'}",,,5.0,Coenzyme metabolism,True,True,True,False
cyanorak:CK_00000234,redox-responsive LuxR-type transcriptional regulator PedR,21,21,17,17,0,0.0,core,False,7,22,1.0,3.6,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down', 'viral': 'up'}",,,6.0,Regulatory functions,True,True,True,False
cyanorak:CK_00000252,photosystem II reaction center protein PsbK,19,19,15,15,0,0.0,core,False,7,22,1.0,4.42,mixed,"{'carbon': 'down', 'darkness': 'down', 'growth_phase': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down', 'viral': 'up'}",,,6.0,Photosynthesis,True,True,True,False
cyanorak:CK_00001178,putative bacterial type II secretion system protein,21,21,17,17,5,0.2941176470588235,core,False,7,21,33.0,2.77,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'plastic': 'mixed', 'salt': 'down', 'viral': 'down'}",,,5.0,Unknown,True,True,False,False
cyanorak:CK_00000339,HNH endonuclease family protein,22,21,17,18,0,0.0,core,False,7,21,4.0,10.81,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'phosphorus': 'up', 'plastic': 'down', 'salt': 'down', 'viral': 'up'}",,,3.0,Replication and repair,True,True,True,False
cyanorak:CK_00047478,conserved hypothetical protein (DUF2811),19,19,15,15,0,0.0,core,False,7,21,5.0,4.92,mixed,"{'carbon': 'up', 'coculture': 'mixed', 'darkness': 'down', 'growth_phase': 'down', 'iron': 'mixed', 'nitrogen': 'mixed', 'salt': 'up'}",,,6.0,Unknown,True,True,False,False
cyanorak:CK_00000326,"DNA polymerase III, gamma and tau subunits",21,21,17,17,0,0.0,core,False,7,20,2.0,3.06,mixed,"{'carbon': 'down', 'coculture': 'mixed', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up'}",,,5.0,Replication and repair,True,True,True,False
cyanorak:CK_00000532,50S ribosomal protein L23,21,21,17,17,0,0.0,core,False,7,20,5.0,3.27,mixed,"{'carbon': 'down', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'phosphorus': 'down', 'salt': 'up', 'viral': 'down'}",,,4.0,Translation,True,True,False,False
cyanorak:CK_00001285,homoserine O-succinyltransferase,21,21,17,17,0,0.0,core,False,7,20,32.0,3.36,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'growth_phase': 'up', 'light': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,5.0,Amino acid metabolism,True,True,False,False
cyanorak:CK_00040676,LysM domain-containing protein,21,21,17,17,0,0.0,core,False,7,20,9.0,4.99,mixed,"{'carbon': 'down', 'coculture': 'up', 'darkness': 'up', 'light': 'down', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,6.0,Cell wall and membrane,True,True,False,False
cyanorak:CK_00000430,ribonuclease HI,21,21,17,17,0,0.0,core,False,7,20,13.0,5.16,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up', 'viral': 'up'}",,,4.0,Transcription,True,True,False,False
cyanorak:CK_00000408,cystathionine beta-lyase family aluminum resistance protein,21,21,17,17,0,0.0,core,False,7,19,3.0,6.2,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'plastic': 'mixed', 'salt': 'up'}",,,5.0,Stress response and adaptation,True,True,True,False
cyanorak:CK_00001186,conserved hypothetical protein,21,21,17,17,0,0.0,core,False,7,19,19.0,5.6,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'growth_phase': 'down', 'light': 'up', 'nitrogen': 'mixed', 'salt': 'mixed', 'viral': 'up'}",,,7.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00000331,photosystem I assembly protein Ycf37,21,21,17,17,0,0.0,core,False,7,19,1.0,2.83,mixed,"{'carbon': 'mixed', 'darkness': 'up', 'iron': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up', 'viral': 'down'}",,,4.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000817,ABC-type phosphate transport system ATPase component,21,21,17,17,0,0.0,core,False,7,19,12.0,5.92,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'growth_phase': 'down', 'nitrogen': 'down', 'phosphorus': 'up', 'salt': 'down', 'viral': 'down'}",,,5.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00000320,precorrin-8X methylmutase,21,21,17,17,0,0.0,core,False,7,18,6.0,11.45,mixed,"{'carbon': 'mixed', 'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'salt': 'up', 'viral': 'up'}",,,5.0,Coenzyme metabolism,True,True,True,False
cyanorak:CK_00000305,fructokinase,21,21,17,17,0,0.0,core,False,7,18,19.0,11.77,mixed,"{'carbon': 'down', 'coculture': 'down', 'darkness': 'down', 'light': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,5.0,Carbohydrate metabolism,True,True,True,False
cyanorak:CK_00000922,conserved hypothetical protein,21,21,17,17,0,0.0,core,False,7,18,33.0,11.69,mixed,"{'coculture': 'mixed', 'darkness': 'up', 'light': 'up', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up', 'viral': 'up'}",,,5.0,Unknown,True,True,True,False
cyanorak:CK_00056406,long-chain fatty aldehyde decarbonylase/aldehyde-deformylating oxygenase,21,21,17,17,0,0.0,core,False,7,18,32.0,2.9,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'down', 'growth_phase': 'up', 'nitrogen': 'down', 'phosphorus': 'down', 'salt': 'down'}",,,6.0,Lipid metabolism,True,True,False,False
cyanorak:CK_00000613,cytochrome c oxidase subunit III,21,21,17,17,0,0.0,core,False,7,18,6.0,6.62,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'growth_phase': 'up', 'light': 'down', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up'}",,,6.0,Carbohydrate metabolism,True,True,False,False
cyanorak:CK_00001032,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,21,21,17,17,0,0.0,core,False,7,18,3.0,6.49,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down', 'viral': 'up'}",,,6.0,Translation,True,True,True,False
cyanorak:CK_00000353,tRNA dihydrouridine synthase,21,21,17,17,0,0.0,core,False,7,18,9.0,3.28,mixed,"{'carbon': 'down', 'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up', 'viral': 'up'}",,,4.0,Translation,True,True,False,False
cyanorak:CK_00000365,alpha/beta hydrolase of unknown function (DUF1400),21,21,17,17,0,0.0,core,False,7,17,3.0,5.65,mixed,"{'carbon': 'down', 'darkness': 'up', 'light': 'up', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down', 'viral': 'down'}",,,6.0,Unknown,True,True,True,False
cyanorak:CK_00000902,alanine--glyoxylate aminotransferase,21,21,17,17,0,0.0,core,False,7,17,8.0,2.58,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,7.0,Amino acid metabolism,True,True,False,False
cyanorak:CK_00001150,type 2 NADH dehydrogenase,21,21,17,17,0,0.0,core,False,7,17,20.0,3.47,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,5.0,Carbohydrate metabolism,True,True,False,False
cyanorak:CK_00000282,aldose 1-epimerase family protein,23,21,17,19,0,0.0,core,False,7,16,56.0,5.45,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'up', 'viral': 'up'}",,,6.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00001017,ribosome-binding ATPase,21,21,17,17,0,0.0,core,False,7,16,69.0,2.93,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'phosphorus': 'down', 'plastic': 'down', 'salt': 'down', 'viral': 'up'}",,,5.0,Translation,True,True,False,False
cyanorak:CK_00000741,two-component system response regulator RR class II (RRII)-OmpR,21,21,17,17,0,0.0,core,False,7,16,7.0,2.49,mixed,"{'carbon': 'mixed', 'coculture': 'down', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'down', 'phosphorus': 'up', 'salt': 'up'}",,,4.0,Signal transduction,True,True,False,False
cyanorak:CK_00000999,possible phosphatidic acid phosphatase,21,21,17,17,0,0.0,core,False,7,16,7.0,10.81,mixed,"{'carbon': 'mixed', 'coculture': 'down', 'darkness': 'down', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'up', 'viral': 'up'}",,,5.0,Stress response and adaptation,True,True,True,False
cyanorak:CK_00000396,metallo-hydrolase/oxidoreductase,21,21,17,17,0,0.0,core,False,7,16,18.0,7.7,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'light': 'up', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'up'}",,,5.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00001728,conserved hypothetical protein,20,20,16,16,0,0.0,core,False,7,16,10.0,3.9,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down'}",,,6.0,Unknown,True,True,False,False
cyanorak:CK_00001203,YCII-like domain protein,21,21,17,17,0,0.0,core,False,7,15,18.0,6.83,mixed,"{'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'up', 'phosphorus': 'down', 'plastic': 'up', 'salt': 'up', 'viral': 'up'}",,,5.0,Unknown,True,True,False,False
cyanorak:CK_00000710,pentapeptide repeats family protein,21,21,17,17,0,0.0,core,False,7,15,17.0,3.33,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'down', 'nitrogen': 'mixed', 'phosphorus': 'up', 'plastic': 'down', 'salt': 'down'}",,,6.0,Unknown,True,True,False,False
cyanorak:CK_00051353,putative 4^-phosphopantetheinyl transferase family domain protein,22,21,17,18,0,0.0,core,False,7,14,16.0,2.58,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'down', 'phosphorus': 'down', 'plastic': 'up', 'salt': 'mixed'}",,,7.0,Lipid metabolism,True,True,False,False
cyanorak:CK_00002661,high light inducible protein,14,14,14,14,0,0.0,core,False,7,14,13.0,3.13,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,6.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00001382,photosystem II reaction center assembly factor,17,17,13,13,0,0.0,broad,False,7,14,4.0,13.04,mixed,"{'carbon': 'up', 'coculture': 'down', 'growth_phase': 'up', 'light': 'up', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down'}",,,5.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000394,RF-1 domain protein,22,21,17,18,0,0.0,core,False,7,13,34.0,10.89,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'phosphorus': 'down', 'plastic': 'up', 'salt': 'up', 'viral': 'down'}",,,5.0,Translation,True,True,True,False
cyanorak:CK_00001225,conserved hypothetical protein,21,21,17,17,0,0.0,core,False,7,12,33.0,10.55,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'up', 'viral': 'up'}",,,5.0,Unknown,True,True,True,False
cyanorak:CK_00000313,serine O-acetyltransferase,21,21,17,17,0,0.0,core,False,7,11,17.0,2.96,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'down', 'light': 'up', 'nitrogen': 'down', 'plastic': 'up', 'salt': 'up'}",,,4.0,Amino acid metabolism,True,True,False,False
cyanorak:CK_00001138,histidine triad (HIT) family protein,21,21,17,17,0,0.0,core,False,7,11,7.0,4.23,mixed,"{'carbon': 'down', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down', 'viral': 'up'}",,,6.0,Nucleotide metabolism,True,True,False,False
cyanorak:CK_00002343,TPR repeat-containing protein,77,14,14,77,0,0.0,core,False,6,66,18.0,5.92,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'growth_phase': 'down', 'nitrogen': 'up', 'salt': 'mixed', 'viral': 'up'}",,,17.0,Unknown,True,True,True,False
cyanorak:CK_00001122,ATP synthase A chain,21,21,17,17,0,0.0,core,False,6,35,5.0,4.47,mixed,"{'carbon': 'mixed', 'darkness': 'down', 'nitrogen': 'mixed', 'phosphorus': 'up', 'salt': 'up', 'viral': 'down'}",,,5.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000684,carboxysomal carbonic anhydrase,21,21,17,17,0,0.0,core,False,6,35,1.0,5.35,mixed,"{'carbon': 'mixed', 'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up'}",,,6.0,Photosynthesis,True,True,True,False
cyanorak:CK_00001117,ATP synthase alpha chain,21,21,17,17,0,0.0,core,False,6,33,2.0,4.93,mixed,"{'carbon': 'down', 'darkness': 'down', 'nitrogen': 'mixed', 'phosphorus': 'mixed', 'salt': 'up', 'viral': 'down'}",,,5.0,Photosynthesis,True,True,True,False
cyanorak:CK_00001992,photosystem I reaction center subunit VIII,21,21,17,17,0,0.0,core,False,6,30,7.0,5.89,mixed,"{'carbon': 'down', 'coculture': 'up', 'darkness': 'mixed', 'iron': 'mixed', 'nitrogen': 'down', 'salt': 'down'}",,,4.0,Stress response and adaptation,True,True,True,False
cyanorak:CK_00001118,ATP synthase delta chain,21,21,17,17,0,0.0,core,False,6,30,1.0,5.53,mixed,"{'carbon': 'down', 'coculture': 'down', 'darkness': 'down', 'nitrogen': 'down', 'phosphorus': 'up', 'salt': 'up'}",,,5.0,Photosynthesis,True,True,True,False
cyanorak:CK_00001116,ATP synthase gamma chain,21,21,17,17,0,0.0,core,False,6,30,5.0,7.02,mixed,"{'carbon': 'down', 'darkness': 'down', 'nitrogen': 'mixed', 'phosphorus': 'mixed', 'salt': 'up', 'viral': 'down'}",,,4.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000066,beta-ketoacyl-(acyl-carrier-protein) synthase II (KASII),21,21,17,17,0,0.0,core,False,6,29,4.0,3.72,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down'}",,,5.0,Lipid metabolism,True,True,False,False
cyanorak:CK_00000118,glycogen phosphorylase,21,21,17,17,0,0.0,core,False,6,29,10.0,7.14,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,6.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00000522,30S ribosomal protein S8,21,21,17,17,0,0.0,core,False,6,29,13.0,6.1,mixed,"{'carbon': 'down', 'darkness': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'up', 'viral': 'up'}",,,6.0,Translation,True,True,False,False
cyanorak:CK_00001108,ATP synthase epsilon chain,21,21,17,17,0,0.0,core,False,6,29,9.0,6.55,mixed,"{'carbon': 'down', 'darkness': 'down', 'iron': 'mixed', 'nitrogen': 'mixed', 'salt': 'mixed', 'viral': 'down'}",,,5.0,Photosynthesis,True,True,False,False
cyanorak:CK_00001121,ATP synthase C chain,20,20,16,16,0,0.0,core,False,6,29,3.0,6.27,mixed,"{'carbon': 'down', 'darkness': 'down', 'nitrogen': 'down', 'phosphorus': 'up', 'salt': 'up', 'viral': 'down'}",,,4.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000186,nitrogen regulatory protein P-II,21,21,17,17,0,0.0,core,False,6,28,4.0,3.3,mixed,"{'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'plastic': 'down', 'salt': 'down', 'viral': 'down'}",,,4.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00000878,"bifunctional fructose-1,6-biphosphatase/sedoheptulose1,7-biphosphate phosphatase",21,21,17,17,0,0.0,core,False,6,28,11.0,4.79,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'plastic': 'down', 'salt': 'down'}",,,6.0,Photosynthesis,True,True,False,False
cyanorak:CK_00042473,uncharacterized conserved membrane protein (DUF3721),23,21,17,19,0,0.0,core,False,6,28,19.0,12.93,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'mixed', 'salt': 'down'}",,,6.0,Unknown,True,True,True,False
cyanorak:CK_00002324,thymidylate synthase,17,17,17,17,0,0.0,core,False,6,28,3.0,6.87,mixed,"{'darkness': 'mixed', 'light': 'down', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'up', 'viral': 'down'}",,,5.0,Nucleotide metabolism,True,True,True,False
cyanorak:CK_00003374,proline iminopeptidase,13,13,13,13,0,0.0,broad,False,6,28,1.0,13.12,mixed,"{'coculture': 'down', 'darkness': 'mixed', 'light': 'mixed', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,4.0,Amino acid metabolism,True,True,True,False
cyanorak:CK_00000177,conserved hypothetical protein,22,21,17,18,6,0.3333333333333333,core,False,6,27,1.0,12.85,mixed,"{'coculture': 'mixed', 'darkness': 'mixed', 'iron': 'up', 'light': 'down', 'nitrogen': 'mixed', 'salt': 'down'}",,,5.0,Unknown,True,True,True,False
cyanorak:CK_00001060,"DNA-directed RNA polymerase complex, gamma subunit",21,21,17,17,0,0.0,core,False,6,27,4.0,6.36,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'salt': 'up', 'viral': 'down'}",,,5.0,Transcription,True,True,False,False
cyanorak:CK_00000614,cytochrome c oxidase subunit II,21,21,17,17,0,0.0,core,False,6,27,13.0,6.25,mixed,"{'darkness': 'mixed', 'growth_phase': 'up', 'light': 'down', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'mixed'}",,,7.0,Carbohydrate metabolism,True,True,False,False
cyanorak:CK_00056941,ribulose-phosphate 3-epimerase,15,15,14,14,0,0.0,core,False,6,27,23.0,5.04,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'down', 'phosphorus': 'down', 'salt': 'down'}",,,4.0,Carbohydrate metabolism,True,True,False,False
cyanorak:CK_00000325,"ATP-dependent Clp protease ATP-binding subunit, ClpX",21,21,17,17,0,0.0,core,False,6,26,13.0,4.39,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,6.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00009058,"RNA polymerase sigma factor, type II",21,21,17,17,0,0.0,core,False,6,26,1.0,6.06,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'down'}",,,5.0,Transcription,True,True,True,False
cyanorak:CK_00008086,cell division protein FtsH,21,21,17,17,0,0.0,core,False,6,26,7.0,5.93,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,6.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00000890,Translation elongation factor Ts,21,21,17,17,0,0.0,core,False,6,26,14.0,2.94,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'salt': 'down', 'viral': 'down'}",,,5.0,Translation,True,True,False,False
cyanorak:CK_00051364,chaperonin GroEL,21,21,17,17,0,0.0,core,False,6,26,9.0,5.01,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'phosphorus': 'down', 'plastic': 'up'}",,,4.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00001358,urease alpha subunit,18,18,15,15,0,0.0,core,False,6,26,10.0,6.32,mixed,"{'carbon': 'down', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'up'}",,,4.0,Stress response and adaptation,True,True,False,False
cyanorak:CK_00001549,photosystem II protein PsbZ (Ycf9),21,21,17,17,0,0.0,core,False,6,25,12.0,3.74,mixed,"{'darkness': 'mixed', 'growth_phase': 'up', 'light': 'up', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,6.0,Photosynthesis,True,True,False,False
cyanorak:CK_00000289,photosystem I iron-sulfur center subunit VII PsaC,21,21,17,17,0,0.0,core,False,6,25,2.0,4.05,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down', 'viral': 'up'}",,,5.0,Photosynthesis,True,True,True,False
cyanorak:CK_00000553,anthranilate synthase component I,21,21,17,17,0,0.0,core,False,6,25,12.0,2.99,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'growth_phase': 'up', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'down'}",,,6.0,Amino acid metabolism,True,True,False,False
cyanorak:CK_00000533,50S ribosomal protein L4,21,21,17,17,0,0.0,core,False,6,25,2.0,4.49,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'nitrogen': 'down', 'phosphorus': 'down', 'plastic': 'down', 'salt': 'up'}",,,5.0,Translation,True,True,True,False
cyanorak:CK_00000809,photosystem I reaction center subunit X,22,21,17,17,0,0.0,core,False,6,25,8.0,4.61,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down'}",,,5.0,Photosynthesis,True,True,False,False
cyanorak:CK_00000428,50S ribosomal protein L10,21,21,17,17,0,0.0,core,False,6,25,2.0,2.54,mixed,"{'carbon': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'salt': 'up', 'viral': 'down'}",,,4.0,Stress response and adaptation,True,True,True,False
cyanorak:CK_00000409,glycine cleavage system H protein,21,21,17,17,0,0.0,core,False,6,24,27.0,6.87,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'up', 'plastic': 'up', 'salt': 'up'}",,,5.0,Amino acid metabolism,True,True,False,False
cyanorak:CK_00000529,50S ribosomal protein L22,21,21,17,17,0,0.0,core,False,6,24,6.0,4.28,mixed,"{'carbon': 'down', 'darkness': 'down', 'light': 'down', 'nitrogen': 'down', 'phosphorus': 'down', 'salt': 'up'}",,,4.0,Translation,True,True,False,False
cyanorak:CK_00000514,30S ribosomal protein S11,21,21,17,17,0,0.0,core,False,6,24,19.0,3.01,mixed,"{'carbon': 'mixed', 'darkness': 'down', 'nitrogen': 'down', 'phosphorus': 'down', 'salt': 'up', 'viral': 'up'}",,,5.0,Translation,True,True,False,False
cyanorak:CK_00000802,photosystem II repair protein Psb29,21,21,17,17,0,0.0,core,False,6,24,1.0,6.78,mixed,"{'carbon': 'down', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'down'}",,,5.0,Stress response and adaptation,True,True,True,False
cyanorak:CK_00047639,uncharacterized conserved membrane protein,18,18,17,17,0,0.0,core,False,6,24,4.0,12.17,mixed,"{'coculture': 'mixed', 'darkness': 'mixed', 'light': 'up', 'nitrogen': 'mixed', 'plastic': 'up', 'salt': 'up'}",,,5.0,Stress response and adaptation,True,True,True,False
cyanorak:CK_00000867,ribonucleoside-diphosphate reductase,21,21,17,17,0,0.0,core,False,6,24,7.0,6.07,mixed,"{'carbon': 'mixed', 'darkness': 'mixed', 'light': 'down', 'nitrogen': 'mixed', 'plastic': 'down', 'salt': 'up'}",,,6.0,Coenzyme metabolism,True,True,False,False
cyanorak:CK_00000615,cytochrome oxidase biogenesis protein,21,21,17,17,0,0.0,core,False,6,24,4.0,11.17,mixed,"{'carbon': 'up', 'coculture': 'down', 'darkness': 'mixed', 'nitrogen': 'up', 'plastic': 'down', 'salt': 'mixed'}",,,6.0,Coenzyme metabolism,True,True,True,False
cyanorak:CK_00000137,photosystem I reaction centre subunit IV,21,21,17,17,0,0.0,core,False,6,24,7.0,4.62,mixed,"{'darkness': 'mixed', 'light': 'down', 'nitrogen': 'down', 'plastic': 'down', 'salt': 'down', 'viral': 'up'}",,,5.0,Photosynthesis,True,True,False,False
cyanorak:CK_00000538,recombinase A,21,21,17,17,0,0.0,core,False,6,23,2.0,3.96,mixed,"{'carbon': 'up', 'coculture': 'up', 'darkness': 'mixed', 'nitrogen': 'mixed', 'phosphorus': 'down', 'salt': 'up'}",,,3.0,Replication and repair,True,True,True,False
