locus_tag,gene_name,product,gene_category,contig,start,end,strand,role,ko_id,ko_name,ko_substrate,brite_leaf,tcdb_id,tcdb_name,substrate_call,resolution_level,organic_or_inorganic,substrate_source,substrate_confidence,substrate_evidence,substrate_options,sources
ACZ81_04690,kpsE,KpsE/RkpR family capsule polysaccharide export protein,Cell wall and membrane,NZ_CP012202.1,1068129,1069247,-,PERM,kegg.orthology:K10107,kpsE; capsular polysaccharide transport system permease protein,capsular polysaccharide,Capsular polysaccharide transporter,tcdb:3.A.1.101,3.A.1.101,saccharide,broad_class,organic,kegg_ko,confident,kpsE; capsular polysaccharide transport system permease protein,,brite;kegg;tcdb
ACZ81_04695,kpsT,ABC transporter ATP-binding protein,Carbohydrate metabolism,NZ_CP012202.1,1069260,1069934,-,ATP,kegg.orthology:K09689,kpsT; capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12],capsular polysaccharide,Capsular polysaccharide transporter,tcdb:3.A.1.101,3.A.1.101,saccharide,broad_class,organic,kegg_ko,confident,kpsT; capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12],,brite;kegg;tcdb;func
ACZ81_04700,kpsM,ABC transporter permease,Carbohydrate metabolism,NZ_CP012202.1,1069931,1070710,-,PERM,kegg.orthology:K09688,kpsM; capsular polysaccharide transport system permease protein,capsular polysaccharide,Capsular polysaccharide transporter,tcdb:3.A.1.101,3.A.1.101,saccharide,broad_class,organic,kegg_ko,confident,kpsM; capsular polysaccharide transport system permease protein,,brite;kegg;tcdb;func
ACZ81_04740,,ComEA family DNA-binding protein,Replication and repair,NZ_CP012202.1,1079211,1079525,-,,kegg.orthology:K02237,comEA; competence protein ComEA,,,tcdb:3.A.11.1,3.A.11.1,unresolved,unresolved,,,none,comEA; competence protein ComEA,,tcdb
ACZ81_04875,yaeT,outer membrane protein assembly factor BamA,Cell wall and membrane,NZ_CP012202.1,1106714,1109191,+,,kegg.orthology:K07277,"SAM50, TOB55, bamA; outer membrane protein insertion porin family",outer membrane protein insertion,Pores ion channels [TC:1],tcdb:1.B.33,The Outer Membrane Protein Insertion Porin (Bam Complex) (OmpIP) Family,unresolved,unresolved,,,none,"SAM50, TOB55, bamA; outer membrane protein insertion porin family",,brite;kegg;tcdb
ACZ81_04925,kefB,monovalent cation:proton antiporter family protein,Inorganic ion transport,NZ_CP012202.1,1120280,1122247,+,,kegg.orthology:K03455,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.37,The Monovalent Cation:Proton Antiporter-2 (CPA2) Family,unresolved,unresolved,,,none,"KEA1_2_3, kefB, kefC; K+:H+ antiporter",,brite;kegg;tcdb;func
ACZ81_05080,fliD,flagellar filament capping protein FliD,Cell motility,NZ_CP012202.1,1154251,1155681,+,,kegg.orthology:K02407,fliD; flagellar hook-associated protein 2,,,,,unresolved,unresolved,,,none,fliD; flagellar hook-associated protein 2,,func
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,Cell motility,NZ_CP012202.1,1173167,1174861,+,,kegg.orthology:K02409,fliF; flagellar M-ring protein FliF,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliF; flagellar M-ring protein FliF,,tcdb
ACZ81_05180,fliH,flagellar assembly protein FliH,Cell motility,NZ_CP012202.1,1175954,1176736,+,,kegg.orthology:K02411,fliH; flagellar assembly protein FliH,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliH; flagellar assembly protein FliH,,tcdb
ACZ81_05185,fliI,flagellar protein export ATPase FliI,Cell motility,NZ_CP012202.1,1176729,1178063,+,ATP,kegg.orthology:K02412,fliI; flagellum-specific ATP synthase [EC:7.4.2.8],,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliI; flagellum-specific ATP synthase [EC:7.4.2.8],,tcdb
ACZ81_05210,fliN,flagellar motor switch protein FliN,Cell motility,NZ_CP012202.1,1183120,1183527,+,,kegg.orthology:K02417,fliN; flagellar motor switch protein FliN,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliN; flagellar motor switch protein FliN,,tcdb
ACZ81_05215,fliO,flagellar biosynthetic protein FliO,Cell motility,NZ_CP012202.1,1183556,1184008,+,,kegg.orthology:K02418,"fliO, fliZ; flagellar protein FliO/FliZ",,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,"fliO, fliZ; flagellar protein FliO/FliZ",,tcdb
ACZ81_05220,fliP,flagellar type III secretion system pore protein FliP,Cell motility,NZ_CP012202.1,1184001,1184756,+,,kegg.orthology:K02419,fliP; flagellar biosynthesis protein FliP,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliP; flagellar biosynthesis protein FliP,,tcdb;func
ACZ81_05225,fliQ,flagellar biosynthesis protein FliQ,Cell motility,NZ_CP012202.1,1184765,1185034,+,,kegg.orthology:K02420,fliQ; flagellar biosynthesis protein FliQ,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliQ; flagellar biosynthesis protein FliQ,,tcdb
ACZ81_05230,fliR,flagellar biosynthetic protein FliR,Cell motility,NZ_CP012202.1,1185047,1185826,+,,kegg.orthology:K02421,fliR; flagellar biosynthesis protein FliR,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,fliR; flagellar biosynthesis protein FliR,,tcdb
ACZ81_05235,flhB,flagellar biosynthesis protein FlhB,Cell motility,NZ_CP012202.1,1185833,1186957,+,,kegg.orthology:K02401,flhB; flagellar biosynthesis protein FlhB,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,flhB; flagellar biosynthesis protein FlhB,,tcdb
ACZ81_05250,flhA,flagellar biosynthesis protein FlhA,Cell motility,NZ_CP012202.1,1189861,1191960,+,,kegg.orthology:K02400,flhA; flagellar biosynthesis protein FlhA,,,tcdb:3.A.6.2,3.A.6.2,unresolved,unresolved,,,none,flhA; flagellar biosynthesis protein FlhA,,tcdb
ACZ81_05355,,SulP family inorganic anion transporter,Inorganic ion transport,NZ_CP012202.1,1213254,1214891,+,PERM,kegg.orthology:K03321,"TC.SULP; sulfate permease, SulP family",sulfate,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.53.3,2.A.53.3,sulfate,specific_compound,inorganic,kegg_ko,confident,"TC.SULP; sulfate permease, SulP family",,brite;kegg;tcdb;func
ACZ81_05370,,TonB-dependent receptor domain-containing protein,Inorganic ion transport,NZ_CP012202.1,1217235,1219658,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor domain-containing protein,,func
ACZ81_05425,oadG,OadG family protein,Energy production,NZ_CP012202.1,1229732,1230019,+,,kegg.orthology:K01573,oadG; oxaloacetate decarboxylase (Na+ extruding) subunit gamma,,Primary active transporters [TC:3],tcdb:3.B.1.1.1,3.B.1.1.1,sodium,specific_compound,inorganic,function_description,inferred,Lyase and sodium transporter,,brite;tcdb;func
ACZ81_05430,oadA,sodium-extruding oxaloacetate decarboxylase subunit alpha,Energy production,NZ_CP012202.1,1230039,1231859,+,,kegg.orthology:K01571,oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2],,Primary active transporters [TC:3],tcdb:3.B.1.1.1,3.B.1.1.1,unresolved,unresolved,,,none,oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2],,brite;tcdb
ACZ81_05435,oadB,sodium ion-translocating decarboxylase subunit beta,Energy production,NZ_CP012202.1,1231863,1232993,+,,kegg.orthology:K01572,K01572,,,tcdb:3.B.1.1.1,3.B.1.1.1,unresolved,unresolved,,,none,K01572,,tcdb
ACZ81_05440,dppF,ATP-binding cassette domain-containing protein,Amino acid metabolism,NZ_CP012202.1,1233165,1233971,-,ATP,kegg.orthology:K12372,dppF; dipeptide transport system ATP-binding protein,dipeptide,Dipeptide transporter,tcdb:3.A.1.5.5,3.A.1.5.5,dipeptide,narrow_class,organic,kegg_ko,confident,dppF; dipeptide transport system ATP-binding protein,,brite;kegg;tcdb;func
ACZ81_05445,sapD,peptide ABC transporter ATP-binding protein,Inorganic ion transport,NZ_CP012202.1,1233971,1234966,-,ATP,kegg.orthology:K02031,ddpD; peptide/nickel transport system ATP-binding protein,peptide/nickel,Cationic peptide transporter,tcdb:3.A.1.5.21,3.A.1.5.21,peptide/nickel,multi_substrate,organic,kegg_ko,confident,ddpD; peptide/nickel transport system ATP-binding protein,peptide; nickel,brite;kegg;tcdb;func
ACZ81_05450,sapC,ABC transporter permease subunit,Defense mechanisms,NZ_CP012202.1,1234968,1235861,-,PERM,kegg.orthology:K12370,dppC; dipeptide transport system permease protein,dipeptide,Dipeptide transporter,tcdb:3.A.1.5.5,3.A.1.5.5,dipeptide,narrow_class,organic,kegg_ko,confident,dppC; dipeptide transport system permease protein,,brite;kegg;tcdb;func
ACZ81_05455,dppB,ABC transporter permease,Inorganic ion transport,NZ_CP012202.1,1235848,1236816,-,PERM,kegg.orthology:K12369,dppB; dipeptide transport system permease protein,dipeptide,Oligopeptide transporter,tcdb:3.A.1.5.1,3.A.1.5.1,dipeptide,narrow_class,organic,kegg_ko,confident,dppB; dipeptide transport system permease protein,,brite;kegg;tcdb;func
ACZ81_05460,sapA,ABC transporter substrate-binding protein,Amino acid metabolism,NZ_CP012202.1,1236876,1238636,-,SBP,kegg.orthology:K12368,dppA; dipeptide transport system substrate-binding protein,dipeptide,Dipeptide transporter,tcdb:3.A.1.5.5,3.A.1.5.5,dipeptide,narrow_class,organic,kegg_ko,confident,dppA; dipeptide transport system substrate-binding protein,,brite;kegg;tcdb;func
ACZ81_05525,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,1250373,1253318,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_05530,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,1253641,1256478,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_05565,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_CP012202.1,1262568,1263926,+,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
ACZ81_05570,exbB2,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,NZ_CP012202.1,1263928,1264452,+,,kegg.orthology:K03561,exbB; biopolymer transport protein ExbB,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbB; biopolymer transport protein ExbB,,brite;tcdb;func
ACZ81_05575,exbD2,ExbD/TolR family protein,Intracellular trafficking,NZ_CP012202.1,1264464,1264862,+,,kegg.orthology:K03559,exbD; biopolymer transport protein ExbD,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.1,1.A.30.2.1,unresolved,unresolved,,,none,exbD; biopolymer transport protein ExbD,,brite;tcdb
ACZ81_05580,tonB2,energy transducer TonB,Intracellular trafficking,NZ_CP012202.1,1264864,1265475,+,,kegg.orthology:K03832,tonB; periplasmic protein TonB,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.1,2.C.1.1,unresolved,unresolved,,,none,tonB; periplasmic protein TonB,,brite;kegg;tcdb;func
ACZ81_05600,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,1270009,1272099,+,,,,,,,,unresolved,unresolved,,,none,TonB-dependent receptor,,func
ACZ81_05610,pnuC,nicotinamide riboside transporter PnuC,Coenzyme metabolism,NZ_CP012202.1,1272380,1273024,+,,kegg.orthology:K03811,pnuC; nicotinamide mononucleotide transporter,nicotinamide mononucleotide,Others,tcdb:4.B.1.1,4.B.1.1,nicotinamide mononucleotide,specific_compound,organic,kegg_ko,confident,pnuC; nicotinamide mononucleotide transporter,,brite;kegg;tcdb;func
ACZ81_05640,,DMT family transporter,Amino acid metabolism,NZ_CP012202.1,1276320,1277249,+,PERM,,,,,,,unresolved,unresolved,,,none,DMT family transporter,,func
ACZ81_05675,yiaV,HlyD family secretion protein,Defense mechanisms,NZ_CP012202.1,1283522,1284595,-,,kegg.orthology:K03543,"emrA; membrane fusion protein, multidrug efflux system",,Accessory factors involved in transport [TC:8],tcdb:8.A.1.1,8.A.1.1,unresolved,unresolved,,,none,"emrA; membrane fusion protein, multidrug efflux system",,brite;kegg;tcdb;func
ACZ81_05695,cstA,carbon starvation CstA family protein,Signal transduction,NZ_CP012202.1,1287813,1289306,-,,kegg.orthology:K06200,cstA; carbon starvation protein,,Electrochemical potential-driven transporters [TC:2],,,unresolved,unresolved,,,none,cstA; carbon starvation protein,,brite;func
ACZ81_05870,hcaT,MFS transporter,Amino acid metabolism,NZ_CP012202.1,1330889,1332106,+,PERM,kegg.orthology:K05820,"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter",MFS,Phenylproprionate permease (PPP) family [TC:2.A.1.27],tcdb:2.A.1.27,2.A.1.27,3-phenylpropionic acid,specific_compound,organic,kegg_ko_keyword,inferred,"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter",,brite;kegg;tcdb;func
ACZ81_05900,,TonB-dependent receptor plug domain-containing protein,Inorganic ion transport,NZ_CP012202.1,1338836,1341424,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_05915,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,1343416,1346349,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_05935,motY,flagellar protein MotY,Cell wall and membrane,NZ_CP012202.1,1348737,1349609,+,,kegg.orthology:K21218,motY; sodium-type flagellar protein MotY,,Pores ion channels [TC:1],tcdb:1.A.30.1,1.A.30.1,unresolved,unresolved,,,none,motY; sodium-type flagellar protein MotY,,brite;tcdb
ACZ81_06015,,MATE family efflux transporter,Defense mechanisms,NZ_CP012202.1,1363543,1364925,+,,,,,,,,unresolved,unresolved,,,none,MATE family efflux transporter,,func
ACZ81_06075,,SLC13 family permease,Inorganic ion transport,NZ_CP012202.1,1379759,1381483,-,PERM,,,,,,,carboxylate,broad_class,organic,function_description,inferred,COG0471 Di- and tricarboxylate transporters,,func
ACZ81_06100,putP,sodium/proline symporter PutP,Amino acid metabolism,NZ_CP012202.1,1385484,1386989,-,,kegg.orthology:K03307,"TC.SSS; solute:Na+ symporter, SSS family",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.21.2,2.A.21.2,proline,specific_compound,organic,product,inferred,sodium/proline symporter PutP,,brite;kegg;tcdb;func
ACZ81_06130,,VWA domain-containing protein,Transcription,NZ_CP012202.1,1394535,1396571,-,,kegg.orthology:K07114,yfbK; Ca-activated chloride channel homolog,Ca-activated chloride,Pores ion channels [TC:1],tcdb:1.A.13.2.2,1.A.13.2.2,Ca-activated chloride,specific_compound,inorganic,kegg_ko,confident,yfbK; Ca-activated chloride channel homolog,,brite;kegg;tcdb
ACZ81_06135,batA,vWA domain-containing protein,Unknown,NZ_CP012202.1,1396571,1397647,-,,kegg.orthology:K07114,yfbK; Ca-activated chloride channel homolog,Ca-activated chloride,Pores ion channels [TC:1],tcdb:1.A.13.2.2,1.A.13.2.2,Ca-activated chloride,specific_compound,inorganic,kegg_ko,confident,yfbK; Ca-activated chloride channel homolog,,brite;kegg;tcdb
ACZ81_06185,yfjD,HlyC/CorC family transporter,Inorganic ion transport,NZ_CP012202.1,1413676,1414971,-,,,,,,,,unresolved,unresolved,,,none,HlyC/CorC family transporter,,func
ACZ81_06190,ypjD,cytochrome C assembly family protein,Unknown,NZ_CP012202.1,1415147,1415938,-,PERM,,,,,,,unresolved,unresolved,,,none,cytochrome C assembly family protein,,func
ACZ81_06195,ffh,signal recognition particle protein,Intracellular trafficking,NZ_CP012202.1,1416237,1417676,+,,kegg.orthology:K03106,"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",,,tcdb:3.A.5.1,3.A.5.1,unresolved,unresolved,,,none,"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]",,tcdb
ACZ81_06230,,efflux RND transporter permease subunit,Defense mechanisms,NZ_CP012202.1,1428208,1431324,-,PERM,kegg.orthology:K18138,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,brite;kegg;tcdb;func
ACZ81_06235,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_CP012202.1,1431317,1432375,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
ACZ81_06240,draA,ABC transporter transmembrane domain-containing protein,Defense mechanisms,NZ_CP012202.1,1432508,1434316,-,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,brite;tcdb;func
ACZ81_06275,,trimeric intracellular cation channel family protein,Unknown,NZ_CP012202.1,1438157,1438786,+,,,,,,,,unresolved,unresolved,,,none,trimeric intracellular cation channel family protein,,func
ACZ81_06415,tolQ,protein TolQ,Intracellular trafficking,NZ_CP012202.1,1466253,1466942,+,,kegg.orthology:K03562,tolQ; biopolymer transport protein TolQ,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.2,1.A.30.2.2,unresolved,unresolved,,,none,tolQ; biopolymer transport protein TolQ,,brite;tcdb
ACZ81_06420,tolR,protein TolR,Intracellular trafficking,NZ_CP012202.1,1466972,1467391,+,,kegg.orthology:K03560,tolR; biopolymer transport protein TolR,biopolymer,Pores ion channels [TC:1],tcdb:1.A.30.2.2,1.A.30.2.2,unresolved,unresolved,,,none,tolR; biopolymer transport protein TolR,,brite;tcdb
ACZ81_06425,tolA,cell envelope integrity protein TolA,Cell wall and membrane,NZ_CP012202.1,1467399,1468292,+,,kegg.orthology:K03646,tolA; colicin import membrane protein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.2,2.C.1.2,unresolved,unresolved,,,none,tolA; colicin import membrane protein,,brite;tcdb;func
ACZ81_06430,tolB,Tol-Pal system beta propeller repeat protein TolB,Intracellular trafficking,NZ_CP012202.1,1468297,1469652,+,,kegg.orthology:K03641,tolB; TolB protein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.2,2.C.1.2,unresolved,unresolved,,,none,tolB; TolB protein,,brite;tcdb
ACZ81_06435,pal,peptidoglycan-associated lipoprotein Pal,Cell wall and membrane,NZ_CP012202.1,1469693,1470259,+,,kegg.orthology:K03640,pal; peptidoglycan-associated lipoprotein,,Electrochemical potential-driven transporters [TC:2],tcdb:2.C.1.2,2.C.1.2,unresolved,unresolved,,,none,pal; peptidoglycan-associated lipoprotein,,brite;tcdb
ACZ81_06510,,OprO/OprP family phosphate-selective porin,Inorganic ion transport,NZ_CP012202.1,1482433,1483623,+,,,,,,,,phosphate,specific_compound,inorganic,product,inferred,OprO/OprP family phosphate-selective porin,,func
ACZ81_06540,,hypothetical protein,Inorganic ion transport,NZ_CP012202.1,1490656,1491099,-,SBP,,,,,,,phosphate,specific_compound,inorganic,function_description,inferred,"ABC-type phosphate transport system, periplasmic component",,func
ACZ81_06560,,efflux RND transporter permease subunit,Defense mechanisms,NZ_CP012202.1,1493819,1496860,-,PERM,kegg.orthology:K18138,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.6.2,2.A.6.2,unresolved,unresolved,,,none,"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump",,brite;kegg;tcdb;func
ACZ81_06565,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_CP012202.1,1496864,1497946,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
ACZ81_06575,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,1499280,1501361,+,,kegg.orthology:K16090,fiu; catecholate siderophore receptor,,Pores ion channels [TC:1],tcdb:1.B.14.1.11,1.B.14.1.11,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,fiu; catecholate siderophore receptor,,brite;tcdb;func
ACZ81_06590,,efflux RND transporter permease subunit,Defense mechanisms,NZ_CP012202.1,1503973,1507152,-,PERM,,,,,,,unresolved,unresolved,,,none,efflux RND transporter permease subunit,,func
ACZ81_06595,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,NZ_CP012202.1,1507162,1508310,-,,,,,,,,unresolved,unresolved,,,none,efflux RND transporter periplasmic adaptor subunit,,func
ACZ81_06605,ymbA,PqiC family protein,Unknown,NZ_CP012202.1,1509568,1510179,-,,kegg.orthology:K09857,pqiC; intermembrane transport lipoprotein PqiC,inter,Others,,,unresolved,unresolved,,,none,pqiC; intermembrane transport lipoprotein PqiC,,brite
ACZ81_06610,pqiB,intermembrane transport protein PqiB,Secondary metabolites,NZ_CP012202.1,1510357,1512009,-,,kegg.orthology:K06192,"pqiB, letB; intermembrane transport protein PqiB/LetB",inter,Others,,,unresolved,unresolved,,,none,"pqiB, letB; intermembrane transport protein PqiB/LetB",,brite
ACZ81_06615,pqiA,paraquat-inducible protein A,Unknown,NZ_CP012202.1,1512006,1513148,-,,kegg.orthology:K03808,"pqiA, letA; intermembrane transport protein PqiA/LetA",inter,Others,,,unresolved,unresolved,,,none,"pqiA, letA; intermembrane transport protein PqiA/LetA",,brite
ACZ81_06635,,calcium/sodium antiporter,Inorganic ion transport,NZ_CP012202.1,1516820,1517788,-,,kegg.orthology:K07301,yrbG; cation:H+ antiporter,,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.19.5,2.A.19.5,calcium,specific_compound,inorganic,product,inferred,calcium/sodium antiporter,,brite;kegg;tcdb;func
ACZ81_06695,,FecCD family ABC transporter permease,Inorganic ion transport,NZ_CP012202.1,1529408,1530385,+,PERM,kegg.orthology:K02015,ABC.FEV.P; iron complex transport system permease protein,iron complex,Vitamin B12 transporter,tcdb:3.A.1.13,3.A.1.13,iron complex,specific_compound,inorganic,kegg_ko,confident,ABC.FEV.P; iron complex transport system permease protein,,brite;kegg;tcdb;func
ACZ81_06700,,ABC transporter ATP-binding protein,Inorganic ion transport,NZ_CP012202.1,1530401,1531336,+,ATP,kegg.orthology:K02013,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],iron complex,Vitamin B12 transporter,tcdb:3.A.1.13,3.A.1.13,iron complex,specific_compound,inorganic,kegg_ko,confident,ABC.FEV.A; iron complex transport system ATP-binding protein [EC:7.2.2.-],,brite;kegg;tcdb;func
ACZ81_06720,ktrA,potassium channel family protein,Inorganic ion transport,NZ_CP012202.1,1534689,1535345,+,SBP,kegg.orthology:K03499,"trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.38.1,2.A.38.1,potassium,specific_compound,inorganic,kegg_ko_keyword,inferred,"trkA, ktrA, ktrC; trk/ktr system potassium uptake protein",,brite;kegg;tcdb;func
ACZ81_06725,ktrB,TrkH family potassium uptake protein,Inorganic ion transport,NZ_CP012202.1,1535342,1536706,+,,kegg.orthology:K03498,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",,Electrochemical potential-driven transporters [TC:2],tcdb:2.A.38.1,2.A.38.1,potassium,specific_compound,inorganic,kegg_ko_keyword,inferred,"trkH, trkG, ktrB, ktrD; trk/ktr system potassium uptake protein",,brite;kegg;tcdb;func
ACZ81_06740,atmA,ABCB family ABC transporter ATP-binding protein/permease,Defense mechanisms,NZ_CP012202.1,1537308,1539128,-,ATP,kegg.orthology:K06147,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,ABCB-BAC subgroup,tcdb:3.A.1.106,3.A.1.106,unresolved,unresolved,,,none,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial",,brite;tcdb;func
ACZ81_06840,ybbA,ABC transporter ATP-binding protein,Secondary metabolites,NZ_CP012202.1,1551974,1552672,+,ATP,kegg.orthology:K02003,ABC.CD.A; putative ABC transport system ATP-binding protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.A; putative ABC transport system ATP-binding protein,,brite;kegg;tcdb;func
ACZ81_06845,ybbP,ABC transporter permease,Secondary metabolites,NZ_CP012202.1,1552673,1555195,+,PERM,kegg.orthology:K02004,ABC.CD.P; putative ABC transport system permease protein,putative ABC,Putative ABC transporter,tcdb:3.A.1,The ATP-binding Cassette (ABC) Superfamily,unresolved,unresolved,,,none,ABC.CD.P; putative ABC transport system permease protein,,brite;kegg;tcdb;func
ACZ81_06860,tqsA,AI-2E family transporter,Unknown,NZ_CP012202.1,1556897,1557937,+,,kegg.orthology:K11744,tqsA; AI-2 transport protein TqsA,AI-2,,,,unresolved,unresolved,,,none,tqsA; AI-2 transport protein TqsA,,func
ACZ81_06975,bamE,outer membrane protein assembly factor BamE,Translation,NZ_CP012202.1,1579419,1579775,-,,kegg.orthology:K06186,"bamE, smpA; outer membrane protein assembly factor BamE",,Pores ion channels [TC:1],tcdb:1.B.33.1,1.B.33.1,unresolved,unresolved,,,none,"bamE, smpA; outer membrane protein assembly factor BamE",,brite;tcdb
ACZ81_07020,,GntP family permease,Amino acid metabolism,NZ_CP012202.1,1590938,1592233,-,PERM,,,,,,,gluconate,specific_compound,organic,function_description,inferred,COG2610 H gluconate symporter and related permeases,,func
ACZ81_07025,,TonB-dependent receptor,Inorganic ion transport,NZ_CP012202.1,1592497,1594875,+,,kegg.orthology:K02014,TC.FEV.OM; iron complex outermembrane recepter protein,,Pores ion channels [TC:1],tcdb:1.B.14,The Outer Membrane Receptor (OMR) Family,iron/siderophore,specific_compound,inorganic,kegg_ko_keyword,inferred,TC.FEV.OM; iron complex outermembrane recepter protein,,brite;tcdb;func
ACZ81_07045,dnaK,molecular chaperone DnaK,Post-translational modification,NZ_CP012202.1,1600684,1602612,+,,kegg.orthology:K04043,"dnaK, HSPA9; molecular chaperone DnaK",,,tcdb:1.A.33.1,1.A.33.1,unresolved,unresolved,,,none,"dnaK, HSPA9; molecular chaperone DnaK",,tcdb
ACZ81_07150,corC,CNNM family magnesium/cobalt transport protein CorC,Inorganic ion transport,NZ_CP012202.1,1630398,1631255,-,,kegg.orthology:K06189,"corC, tlyC; hemolysin (HlyC) family protein",,Pores ion channels [TC:1],tcdb:9.A.40.1.2,9.A.40.1.2,magnesium,specific_compound,inorganic,product,inferred,CNNM family magnesium/cobalt transport protein CorC,,brite;tcdb;func
