locus_tag,gene_name,product,gene_category,log2fc,padj,expression_status,timepoint
ACZ81_08935,,sterol desaturase family protein,Lipid metabolism,0.9610137483774208,0.1346225601623382,not_significant,day 11
ACZ81_06285,aroF,3-deoxy-7-phosphoheptulonate synthase,Amino acid metabolism,-0.9609958643037732,0.1841122827826644,not_significant,day 11
ACZ81_05880,yeaH,YeaH/YhbH family protein,Unknown,-0.9600967936712445,0.1760141857131028,not_significant,day 11
ACZ81_07860,,TonB-dependent siderophore receptor,Inorganic ion transport,-0.9585148447834412,0.4282127568086735,not_significant,day 11
ACZ81_12600,,hypothetical protein,Unknown,-0.9583096610367484,0.287899634259338,not_significant,day 11
ACZ81_17590,,SUMF1/EgtB/PvdO family nonheme iron enzyme,Unknown,0.9565080895977448,0.0967294811645488,not_significant,day 11
ACZ81_05985,rnfD,electron transport complex subunit RsxD,Energy production,0.9561145426821166,0.1476654126211636,not_significant,day 11
ACZ81_14625,mexF,efflux RND transporter permease subunit,Defense mechanisms,-0.9559598076094812,0.3668830875316964,not_significant,day 11
ACZ81_16050,lldD,FMN-dependent L-lactate dehydrogenase LldD,Energy production,0.954225538847522,0.0792572531906085,not_significant,day 11
ACZ81_09390,secG,preprotein translocase subunit SecG,Intracellular trafficking,-0.9509952791497966,0.3288496552162055,not_significant,day 11
ACZ81_09050,,hypothetical protein,Unknown,-0.9498794512274404,0.2928285517132459,not_significant,day 11
ACZ81_04230,,outer membrane beta-barrel protein,Cell wall and membrane,-0.9484713513229976,0.3559212382029323,not_significant,day 11
ACZ81_17600,,VWA domain-containing protein,Unknown,-0.9480529355110724,0.3668830875316964,not_significant,day 11
ACZ81_11220,,DUF3718 domain-containing protein,Unknown,-0.9474663610357316,0.258889011591937,not_significant,day 11
ACZ81_17275,rpoA,DNA-directed RNA polymerase subunit alpha,Transcription,0.9454667339464692,0.2279107119328302,not_significant,day 11
ACZ81_18485,,methyl-accepting chemotaxis protein,Cell motility,-0.9446483065112018,0.1284376556698887,not_significant,day 11
ACZ81_10745,bamC,outer membrane protein assembly factor BamC,Cell wall and membrane,-0.9439854534925832,0.0298343329377253,not_significant,day 11
ACZ81_02700,,S24/S26 family peptidase,Intracellular trafficking,-0.94396356047782,0.3437587642138732,not_significant,day 11
ACZ81_19530,ctaA,COX15/CtaA family protein,Post-translational modification,0.9437909281616128,0.2067831251390053,not_significant,day 11
ACZ81_03845,glbN,group I truncated hemoglobin,Unknown,-0.9421159913342262,0.1171394135602922,not_significant,day 11
ACZ81_16850,,DcaP family trimeric outer membrane transporter,Cell wall and membrane,-0.9411321220723082,0.4970831837273108,not_significant,day 11
ACZ81_13180,gspJ,type IV pilin protein,Cell motility,0.9407792958974632,0.313519484818298,not_significant,day 11
ACZ81_07705,,sensor domain-containing protein,Signal transduction,-0.9403404089142524,0.1800984447489071,not_significant,day 11
ACZ81_04460,,DUF3718 domain-containing protein,Unknown,0.9398096706504137,0.5499652109128657,not_significant,day 11
ACZ81_00330,fliL2,flagellar basal body-associated protein FliL,Cell motility,-0.9373893301661974,0.1076823450594656,not_significant,day 11
ACZ81_05265,fliA,RNA polymerase sigma factor FliA,Transcription,-0.9368946383783632,0.0666783547948548,not_significant,day 11
ACZ81_16925,,sensor domain-containing protein,Signal transduction,-0.936201310347983,0.0206272865492175,not_significant,day 11
ACZ81_00430,,TonB-dependent siderophore receptor,Inorganic ion transport,-0.9361111136087298,0.3424588902189781,not_significant,day 11
ACZ81_10080,scoA,CoA transferase subunit A,Lipid metabolism,-0.934018789342032,0.1155378527091905,not_significant,day 11
ACZ81_13735,,hypothetical protein,Unknown,0.93251693253456,0.286649926417001,not_significant,day 11
ACZ81_09335,,SRPBCC family protein,Translation,-0.9324008311400503,0.2218449717224668,not_significant,day 11
ACZ81_02995,,ATP-binding protein,Post-translational modification,0.931899781319556,0.0035390332408927,not_significant,day 11
ACZ81_00705,,DNA-J related domain-containing protein,Post-translational modification,-0.9310340929610942,0.0825726308662362,not_significant,day 11
ACZ81_01380,czcB,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,0.9308201132702744,0.345821720551671,not_significant,day 11
ACZ81_12875,xdp1,exosortase-dependent surface protein XDP1,Cell wall and membrane,-0.9307200787670362,0.1010473971617963,not_significant,day 11
ACZ81_05760,,hypothetical protein,Unknown,-0.9285975525403838,0.2424170970082098,not_significant,day 11
ACZ81_05155,fleS,sensor histidine kinase,Signal transduction,-0.9264423798556212,0.3969277609244803,not_significant,day 11
ACZ81_03905,ywfM,DMT family transporter,Amino acid metabolism,0.9228118089555946,0.0459653408805333,not_significant,day 11
ACZ81_01980,pilP,pilus assembly protein PilP,Cell motility,-0.9222006259472674,0.467514658587805,not_significant,day 11
ACZ81_20150,czcC,TolC family protein,Cell wall and membrane,0.9220555074788456,0.3565485183304229,not_significant,day 11
ACZ81_RS21125,,DUF2252 family protein,Unknown,0.9219410195542054,,not_significant,day 11
ACZ81_12040,,hypothetical protein,Unknown,0.9208530003222836,,not_significant,day 11
ACZ81_01595,,gluconate 2-dehydrogenase subunit 3 family protein,Unknown,0.9206022356903636,0.3239976862877493,not_significant,day 11
ACZ81_03855,nfnB,nitroreductase family protein,Energy production,-0.9203753823865,0.2476586140162362,not_significant,day 11
ACZ81_16660,,type II toxin-antitoxin system ParD family antitoxin,Transcription,-0.9198996458759362,0.2054793935759766,not_significant,day 11
ACZ81_08665,,alpha/beta fold hydrolase,Unknown,0.91888439235929,0.3668874504586009,not_significant,day 11
ACZ81_18760,,CBS domain-containing protein,Unknown,-0.9183339719128388,0.3064307822593536,not_significant,day 11
ACZ81_20060,merP,mercury resistance system periplasmic binding protein MerP,Inorganic ion transport,0.9179723460884368,0.3013685295319222,not_significant,day 11
ACZ81_06485,,hypothetical protein,Unknown,-0.9168965137566656,0.2470470622952495,not_significant,day 11
ACZ81_15530,patB,MalY/PatB family protein,Amino acid metabolism,-0.9136027872818064,2.235988015288758e-05,not_significant,day 11
ACZ81_02405,ggt,gamma-glutamyltransferase,Cell wall and membrane,0.9130106562118832,0.0940253973824172,not_significant,day 11
ACZ81_05040,flgJ,flagellar assembly peptidoglycan hydrolase FlgJ,Cell motility,-0.9112291511871552,0.1903998463279187,not_significant,day 11
ACZ81_08885,ygiQ,YgiQ family radical SAM protein,Energy production,0.9111511705493638,0.0400341191153913,not_significant,day 11
ACZ81_09540,,nuclear transport factor 2-like protein,Unknown,0.9107482040686844,0.0749569596574041,not_significant,day 11
ACZ81_RS21445,bdlA,methyl-accepting chemotaxis protein,Cell motility,-0.910630331542668,0.3559212382029323,not_significant,day 11
ACZ81_12795,fpr,ferredoxin--NADP reductase,Energy production,-0.91028195206674,0.2218449717224668,not_significant,day 11
ACZ81_08410,yjcC,EAL domain-containing protein,Signal transduction,-0.910159971931732,0.1792429096624884,not_significant,day 11
ACZ81_04365,,sulfite exporter TauE/SafE family protein,Unknown,0.9094182587251384,0.1686033350677285,not_significant,day 11
ACZ81_19440,greB,transcription elongation factor GreB,Transcription,-0.9091907573442009,0.2534197021393272,not_significant,day 11
ACZ81_05400,csrA,carbon storage regulator CsrA,Signal transduction,-0.9083933636211506,0.3037916983276504,not_significant,day 11
ACZ81_01005,rafA,alpha-galactosidase,Carbohydrate metabolism,0.908315306513116,0.2639488812342728,not_significant,day 11
ACZ81_05540,,hypothetical protein,Unknown,0.9079863295852968,0.3013685295319222,not_significant,day 11
ACZ81_11145,hns,H-NS histone family protein,Transcription,-0.9077088590841466,0.3726167902178829,not_significant,day 11
ACZ81_20240,hypB,hydrogenase nickel incorporation protein HypB,Transcription,-0.9068688441752744,0.3726167902178829,not_significant,day 11
ACZ81_12725,hisF,imidazole glycerol phosphate synthase subunit HisF,Amino acid metabolism,0.9067843109655376,0.0971719177777177,not_significant,day 11
ACZ81_03980,,sensor histidine kinase,Signal transduction,-0.906486323381374,0.0671943318057699,not_significant,day 11
ACZ81_06900,trpCF,bifunctional indole-3-glycerol-phosphate synthase TrpC/phosphoribosylanthranilate isomerase TrpF,Amino acid metabolism,0.9056105050110044,0.2143476543609681,not_significant,day 11
ACZ81_00625,sigX,sigma-70 family RNA polymerase sigma factor,Transcription,-0.9050713840354204,0.188931539212684,not_significant,day 11
ACZ81_11905,,glycoside hydrolase family 28 protein,Carbohydrate metabolism,0.9039212227632702,0.1444598052092977,not_significant,day 11
ACZ81_05090,,hypothetical protein,Unknown,0.9021614349224574,0.0995436416020267,not_significant,day 11
ACZ81_05275,cheZ,protein phosphatase CheZ,Cell motility,-0.8985178423209716,0.0020993412932621,not_significant,day 11
ACZ81_19705,,hypothetical protein,Lipid metabolism,-0.8972252072929583,0.2194423965250293,not_significant,day 11
ACZ81_16540,yiaA,inner membrane protein YiaA,Unknown,-0.8969388841404936,0.5763633263543937,not_significant,day 11
ACZ81_07615,rmuC,DNA recombination protein RmuC,Unknown,-0.8961007495710673,0.2194423965250293,not_significant,day 11
ACZ81_17485,,methyl-accepting chemotaxis protein,Cell motility,-0.8954752676002715,0.2534197021393272,not_significant,day 11
ACZ81_12260,cvpA,CvpA family protein,Unknown,-0.8936599090903061,0.2291972917251203,not_significant,day 11
ACZ81_16860,tas,aldo/keto reductase,Energy production,-0.8931335654716895,0.1287246317811464,not_significant,day 11
ACZ81_14565,,nucleoside hydrolase,Carbohydrate metabolism,0.892877242687853,0.0825726308662362,not_significant,day 11
ACZ81_12700,hisD,histidinol dehydrogenase,Amino acid metabolism,0.8925665169116296,0.4131082106088813,not_significant,day 11
ACZ81_01025,glpR,DeoR/GlpR family transcriptional regulator,Transcription,0.8923481134643473,0.0995562531495595,not_significant,day 11
ACZ81_RS04395,,SNIPE associated domain-containing protein,Cell wall and membrane,0.8920437520024683,0.2218449717224668,not_significant,day 11
ACZ81_08180,,energy-coupling factor ABC transporter permease,Unknown,-0.8912604882358779,0.2575621961281701,not_significant,day 11
ACZ81_06110,,DUF3379 family protein,Transcription,-0.8911854154676638,0.0032420163575646,not_significant,day 11
ACZ81_05310,metA,homoserine O-acetyltransferase MetA,Amino acid metabolism,-0.890842962482479,0.1102803146825142,not_significant,day 11
ACZ81_06145,,DUF58 domain-containing protein,Unknown,-0.8892980146588746,0.1655212433262556,not_significant,day 11
ACZ81_01015,,TonB-dependent receptor,Inorganic ion transport,0.8883577568406943,0.4114885438879032,not_significant,day 11
ACZ81_05100,pseF,pseudaminic acid cytidylyltransferase,Cell wall and membrane,-0.8881797054655141,0.1054930715598915,not_significant,day 11
ACZ81_06565,,efflux RND transporter periplasmic adaptor subunit,Cell wall and membrane,0.8878679594937031,0.3105243293630679,not_significant,day 11
ACZ81_06460,nadA,quinolinate synthase NadA,Coenzyme metabolism,-0.8876526473721154,0.0190359229066308,not_significant,day 11
ACZ81_06180,,hypothetical protein,Unknown,-0.8869586822709489,0.5209567489640015,not_significant,day 11
ACZ81_06960,arsC,arsenate reductase family protein,Inorganic ion transport,-0.8869267015889823,0.2090307268443853,not_significant,day 11
ACZ81_05170,fliF,flagellar basal-body MS-ring/collar protein FliF,Cell motility,-0.8853455159286109,0.4060068125737116,not_significant,day 11
ACZ81_20410,,hypothetical protein,Unknown,-0.8851888023725701,0.5499652109128657,not_significant,day 11
ACZ81_11580,,exopolysaccharide biosynthesis protein,Unknown,-0.8837047460058338,0.4330426721762925,not_significant,day 11
ACZ81_14010,,hypothetical protein,Unknown,0.8815527371954995,0.2858370747275518,not_significant,day 11
ACZ81_01430,cheW,chemotaxis protein CheW,Cell motility,0.88055744552609,0.2473532573311628,not_significant,day 11
ACZ81_16680,nqrF,NADH:ubiquinone reductase (Na(+)-transporting) subunit F,Energy production,0.8805353858463433,0.1515934271271349,not_significant,day 11
ACZ81_15250,emrE,DMT family transporter,Intracellular trafficking,-0.8803114793300105,0.521194088012459,not_significant,day 11
ACZ81_14125,,hypothetical protein,Unknown,0.879417519831866,0.3881338427372992,not_significant,day 11
ACZ81_11620,,hypothetical protein,Unknown,-0.8789335929825657,0.188931539212684,not_significant,day 11
ACZ81_11035,,CHRD domain-containing protein,Post-translational modification,0.8787528109393195,0.4060068125737116,not_significant,day 11
ACZ81_03410,,response regulator,Signal transduction,-0.8770252753260624,0.0995562531495595,not_significant,day 11
ACZ81_15510,,CopD family protein,Unknown,-0.8759466042350692,0.1696560276965117,not_significant,day 11
ACZ81_07905,,DUF924 family protein,Unknown,0.8753040896229577,0.0775291773467075,not_significant,day 11
ACZ81_03150,,GGDEF domain-containing protein,Signal transduction,-0.874784766088756,0.1010473971617963,not_significant,day 11
ACZ81_11210,mdtB,efflux RND transporter permease subunit,Defense mechanisms,-0.8746803326228343,0.3439564365936718,not_significant,day 11
ACZ81_20255,,hypothetical protein,Unknown,-0.872674942030421,0.3984581493520109,not_significant,day 11
ACZ81_06330,yciH,stress response translation initiation inhibitor YciH,Translation,-0.8721056411699916,0.3231042177808226,not_significant,day 11
ACZ81_08550,plsX,phosphate acyltransferase PlsX,Lipid metabolism,-0.8713681953501901,0.2685199003939281,not_significant,day 11
ACZ81_05535,,2OG-Fe(II) oxygenase,Post-translational modification,0.8705959642900276,0.1438578247279148,not_significant,day 11
ACZ81_03295,,alkaline phosphatase family protein,Unknown,0.8701991970245687,0.0428773709778894,not_significant,day 11
ACZ81_15390,,NAD(P)/FAD-dependent oxidoreductase,Amino acid metabolism,0.8700447734567379,0.1963631767151899,not_significant,day 11
ACZ81_18845,glmR,DeoR/GlpR family DNA-binding transcription regulator,Transcription,-0.8696904014945417,0.362639687001117,not_significant,day 11
ACZ81_13015,ribH,"6,7-dimethyl-8-ribityllumazine synthase",Coenzyme metabolism,-0.8691368794678037,0.2656723508560226,not_significant,day 11
ACZ81_04930,,hypothetical protein,Unknown,-0.8666785513238697,0.1733484223502839,not_significant,day 11
ACZ81_18530,yidK,solute:sodium symporter family transporter,Unknown,0.8628605075592368,0.0724743449836486,not_significant,day 11
ACZ81_03120,nirB,nitrite reductase large subunit NirB,Energy production,-0.862494156781999,0.4456045146164021,not_significant,day 11
ACZ81_08385,,TIGR03503 family protein,Unknown,-0.8624358147590954,0.1760141857131028,not_significant,day 11
ACZ81_07315,ispE,4-(cytidine 5^-diphospho)-2-C-methyl-D-erythritol kinase,Lipid metabolism,-0.8615426467619077,0.258889011591937,not_significant,day 11
ACZ81_05660,dkgB,"2,5-didehydrogluconate reductase DkgB",Unknown,-0.8605679722963147,0.1422046989831464,not_significant,day 11
ACZ81_03105,nasR,nitrate regulatory protein,Transcription,-0.860536666057846,0.370984330898941,not_significant,day 11
ACZ81_17525,prlC,oligopeptidase A,Amino acid metabolism,-0.8594968183381837,0.0454949107010233,not_significant,day 11
ACZ81_04065,,RNA polymerase sigma factor,Transcription,-0.85916897873486,0.4327383755154217,not_significant,day 11
ACZ81_05130,pseI,pseudaminic acid synthase,Cell wall and membrane,-0.8590075741528824,0.3404870786952342,not_significant,day 11
ACZ81_13565,rpfD,LytR/AlgR family response regulator transcription factor,Transcription,0.8584778645503823,0.1128338226788822,not_significant,day 11
ACZ81_01370,,HupE/UreJ family protein,Post-translational modification,0.8576992070992713,0.3162590397501084,not_significant,day 11
ACZ81_16040,,purple acid phosphatase family protein,Carbohydrate metabolism,-0.8570310604287877,0.248405569620795,not_significant,day 11
ACZ81_RS20845,yqaE,YqaE/Pmp3 family membrane protein,Unknown,-0.8567169434797717,0.414527713309489,not_significant,day 11
ACZ81_16695,nqrC,Na(+)-translocating NADH-quinone reductase subunit C,Energy production,0.8549963597776218,0.1623148189696587,not_significant,day 11
ACZ81_05510,ldh,Glu/Leu/Phe/Val dehydrogenase dimerization domain-containing protein,Amino acid metabolism,0.8547912469335985,0.1702926053181508,not_significant,day 11
ACZ81_17280,rpsD,30S ribosomal protein S4,Translation,0.8535849216323727,0.2911265660586216,not_significant,day 11
ACZ81_18895,pntB,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit beta,Energy production,-0.8523679831484232,0.2958966297192372,not_significant,day 11
ACZ81_05300,cheW,chemotaxis protein CheW,Cell motility,-0.851625324535547,0.0602334245479606,not_significant,day 11
ACZ81_08450,,leishmanolysin-related zinc metalloendopeptidase,Post-translational modification,-0.8510920519029067,0.1102803146825142,not_significant,day 11
ACZ81_07685,,hypothetical protein,Replication and repair,0.8494055698522381,0.4071225881195264,not_significant,day 11
ACZ81_20275,hyaD,HyaD/HybD family hydrogenase maturation endopeptidase,Energy production,-0.8480171770835966,0.2145879292813141,not_significant,day 11
ACZ81_15385,,GNAT family N-acetyltransferase,Amino acid metabolism,0.8446558612065377,0.1687283459706434,not_significant,day 11
ACZ81_05195,fliK,flagellar hook-length control protein FliK,Cell motility,-0.8444985536062878,0.0825726308662362,not_significant,day 11
ACZ81_05885,yeaG,PrkA family serine protein kinase,Signal transduction,-0.844040997525008,0.3855384853145085,not_significant,day 11
ACZ81_16310,pspA,phage shock protein PspA,Transcription,-0.8419036532846057,0.4821468051741542,not_significant,day 11
ACZ81_01555,,DUF3392 family protein,Unknown,0.8413742624371756,0.4076041669070306,not_significant,day 11
ACZ81_09135,iorB,molybdopterin cofactor-binding domain-containing protein,Energy production,0.8413603982266836,0.3308403469811122,not_significant,day 11
ACZ81_00750,dcsG,ATP-grasp domain-containing protein,Coenzyme metabolism,-0.8412755116031629,0.3317368179440039,not_significant,day 11
ACZ81_RS21515,VV12640,DUF2835 family protein,Unknown,0.8410819349682134,0.5335621875409543,not_significant,day 11
ACZ81_17970,,alpha-hydroxy acid oxidase,Energy production,-0.8404584899423396,0.4276727352874285,not_significant,day 11
ACZ81_06165,,EAL domain-containing protein,Signal transduction,-0.8387082079511151,0.1290026658005536,not_significant,day 11
ACZ81_07770,,diguanylate cyclase,Signal transduction,0.8377952852249686,0.3333308898587592,not_significant,day 11
ACZ81_11640,,DUF2490 domain-containing protein,Unknown,-0.8365515431560119,0.4349448534986636,not_significant,day 11
ACZ81_19950,copB,copper resistance protein B,Inorganic ion transport,0.834407210553091,0.2424170970082098,not_significant,day 11
ACZ81_03740,rpoN,RNA polymerase factor sigma-54,Transcription,-0.8339781466192374,0.0104702890680257,not_significant,day 11
ACZ81_14140,,M56 family metallopeptidase,Intracellular trafficking,0.833150127548509,0.1893816901688482,not_significant,day 11
ACZ81_13450,yfgL,outer membrane protein assembly factor BamB,Cell wall and membrane,-0.8329731820112424,0.067470086070606,not_significant,day 11
ACZ81_16650,,DUF1653 domain-containing protein,Unknown,-0.8327744277610768,0.1901715725598803,not_significant,day 11
ACZ81_04510,hemW,radical SAM family heme chaperone HemW,Coenzyme metabolism,0.8319278611519281,0.2692241663286613,not_significant,day 11
ACZ81_00095,fmt,methionyl-tRNA formyltransferase,Translation,-0.8309127903555567,0.0628027304397309,not_significant,day 11
ACZ81_02650,int,integron integrase,Replication and repair,0.8294302386134239,0.5858328938112799,not_significant,day 11
ACZ81_16805,,DUF4212 domain-containing protein,Unknown,-0.8292684181747606,0.6498531097091985,not_significant,day 11
ACZ81_10620,ald,alanine dehydrogenase,Energy production,0.8280356725531202,0.09377616056551,not_significant,day 11
ACZ81_05860,prmB,50S ribosomal protein L3 N(5)-glutamine methyltransferase,Translation,-0.8278276923053592,0.0206516233812135,not_significant,day 11
ACZ81_15715,,redoxin domain-containing protein,Post-translational modification,0.8274383741152204,0.141424981857157,not_significant,day 11
ACZ81_06415,tolQ,protein TolQ,Intracellular trafficking,-0.8272790071133477,0.039826166455258,not_significant,day 11
ACZ81_RS21405,,replication endonuclease,Unknown,-0.827235299715691,0.5780776082997571,not_significant,day 11
ACZ81_01925,trpG,anthranilate synthase component II,Amino acid metabolism,0.8264304674177478,0.347979964435393,not_significant,day 11
ACZ81_03650,,sensor histidine kinase,Signal transduction,-0.8260213348748984,0.0934623406257096,not_significant,day 11
ACZ81_06210,,condensin complex protein MksE,Unknown,0.8259557114906642,0.1774963883769258,not_significant,day 11
ACZ81_19145,,exonuclease domain-containing protein,Replication and repair,0.8249857542114222,0.0175251367880734,not_significant,day 11
ACZ81_18150,folM,dihydromonapterin reductase,Lipid metabolism,0.8240618023617956,0.0502499411582563,not_significant,day 11
ACZ81_18915,prnA,tryptophan halogenase family protein,Amino acid metabolism,0.823262137328705,0.2566332680198349,not_significant,day 11
ACZ81_03535,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,Cell wall and membrane,-0.8229700059564098,0.3013685295319222,not_significant,day 11
ACZ81_11645,,hypothetical protein,Unknown,-0.8229600090495723,0.6048947705784294,not_significant,day 11
ACZ81_17070,,hypothetical protein,Cell wall and membrane,0.8227872318876552,0.1169660301587169,not_significant,day 11
ACZ81_11105,,hypothetical protein,Unknown,0.8226699154569387,0.3462905001224381,not_significant,day 11
ACZ81_17415,,cytochrome b/b6 domain-containing protein,Energy production,0.822435031548947,0.1151754384096046,not_significant,day 11
ACZ81_19920,yajQ,YajQ family cyclic di-GMP-binding protein,Unknown,-0.8209032172830308,0.0538465314779361,not_significant,day 11
ACZ81_15655,,DUF4331 domain-containing protein,Unknown,0.8203741528206859,0.574332813847675,not_significant,day 11
ACZ81_09285,dacA,D-alanyl-D-alanine carboxypeptidase family protein,Cell wall and membrane,-0.8200435639561175,0.0202022539959897,not_significant,day 11
ACZ81_00525,,GGDEF domain-containing protein,Signal transduction,-0.818507551547374,0.1769164846731851,not_significant,day 11
ACZ81_09965,yejL,YejL family protein,Unknown,-0.8184013820296883,0.400971256172133,not_significant,day 11
ACZ81_09150,,DUF4826 family protein,Unknown,-0.8176666141530711,0.2470734663287514,not_significant,day 11
ACZ81_11705,glgB,"1,4-alpha-glucan branching protein GlgB",Carbohydrate metabolism,0.8169295388151453,0.0124514714142182,not_significant,day 11
ACZ81_00920,,MarR family winged helix-turn-helix transcriptional regulator,Transcription,-0.816599792878242,,not_significant,day 11
ACZ81_02260,tatC,twin-arginine translocase subunit TatC,Intracellular trafficking,-0.8165817744052146,0.0184368561975242,not_significant,day 11
ACZ81_10535,,LysR family transcriptional regulator,Transcription,-0.8150214343845041,0.3675334174893109,not_significant,day 11
ACZ81_07565,,site-specific integrase,Replication and repair,0.814766363833884,0.3619541898572571,not_significant,day 11
ACZ81_11225,,DUF2189 domain-containing protein,Unknown,-0.8145882449470535,0.2218449717224668,not_significant,day 11
ACZ81_07305,prs,ribose-phosphate pyrophosphokinase,Nucleotide metabolism,-0.8141172903719122,0.3104576356115481,not_significant,day 11
ACZ81_01055,mshJ,type II secretion system protein M,Cell motility,-0.8137260613572667,0.3259163187592521,not_significant,day 11
ACZ81_00640,mgtE,magnesium transporter,Inorganic ion transport,-0.8129290652349204,0.3308403469811122,not_significant,day 11
ACZ81_15305,rrpX,response regulator,Signal transduction,-0.8116769800551503,0.237696847120878,not_significant,day 11
ACZ81_20220,hypE,hydrogenase expression/formation protein HypE,Post-translational modification,-0.8115038482956111,0.1445803284115063,not_significant,day 11
ACZ81_12380,,helix-turn-helix domain-containing protein,Transcription,-0.8091316554112483,0.2750955865136461,not_significant,day 11
ACZ81_06340,,fused response regulator/phosphatase,Signal transduction,-0.809103901202598,0.1388422074059642,not_significant,day 11
ACZ81_09110,,hypothetical protein,Unknown,-0.8089862646516943,0.3888625132796501,not_significant,day 11
ACZ81_07175,,hypothetical protein,Unknown,-0.8085337383420291,0.3855384853145085,not_significant,day 11
ACZ81_12720,hisA,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,Amino acid metabolism,0.8078363744409008,0.1544704278405561,not_significant,day 11
ACZ81_06905,trpD,anthranilate phosphoribosyltransferase,Amino acid metabolism,0.8077698200465754,0.1263523267398122,not_significant,day 11
ACZ81_04085,trhA,PAQR family membrane homeostasis protein TrhA,Unknown,-0.8073567381734081,0.2786486757199766,not_significant,day 11
ACZ81_01365,,hypothetical protein,Unknown,0.8070324818178414,0.3989957232138097,not_significant,day 11
ACZ81_10510,,hypothetical protein,Unknown,0.8053495978582816,0.3472045060625162,not_significant,day 11
ACZ81_01495,cheB,protein-glutamate methylesterase/protein-glutamine glutaminase,Cell motility,-0.8045171172982291,0.2003797001511514,not_significant,day 11
ACZ81_01065,mshL,pilus (MSHA type) biogenesis protein MshL,Cell motility,-0.8023653074773471,0.2049973692805249,not_significant,day 11
ACZ81_17910,DR1793,DUF2271 domain-containing protein,Unknown,0.8021201925574324,0.5154160673622638,not_significant,day 11
ACZ81_09840,,RNA methyltransferase,Translation,0.8010467046342332,0.4489202542509697,not_significant,day 11
ACZ81_20245,hypA,hydrogenase maturation nickel metallochaperone HypA/HybF,Unknown,-0.8006075150047891,0.3903628959325156,not_significant,day 11
ACZ81_01580,,nucleoside permease,Amino acid metabolism,0.8000302930389122,0.1653527256704788,not_significant,day 11
ACZ81_14305,,peroxiredoxin-like family protein,Post-translational modification,-0.799796869278766,0.3567435193303528,not_significant,day 11
ACZ81_12250,,Yip1 family protein,Unknown,0.7991345806145156,0.2198322456073749,not_significant,day 11
ACZ81_03635,,hypothetical protein,Unknown,-0.7975925178448734,0.4896163907928207,not_significant,day 11
ACZ81_12930,chrR,ChrR family anti-sigma-E factor,Signal transduction,0.7967179869258592,0.0217018684396893,not_significant,day 11
ACZ81_13935,,type 2 periplasmic-binding domain-containing protein,Unknown,0.7964033134853994,0.237507115779908,not_significant,day 11
ACZ81_00005,dnaA,chromosomal replication initiator protein DnaA,Replication and repair,0.7956819997848956,0.1076823450594656,not_significant,day 11
ACZ81_08940,nucA,DNA/RNA non-specific endonuclease,Nucleotide metabolism,-0.795420427881542,0.1985716374654564,not_significant,day 11
ACZ81_17355,,GAF domain-containing hybrid sensor histidine kinase/response regulator,Signal transduction,-0.7952561756757031,0.2685199003939281,not_significant,day 11
ACZ81_15705,,cation diffusion facilitator family transporter,Inorganic ion transport,0.795022434060186,0.2218449717224668,not_significant,day 11
ACZ81_19935,rpmH,50S ribosomal protein L34,Translation,-0.7946422503240755,0.4701739741731264,not_significant,day 11
ACZ81_04865,ispC,1-deoxy-D-xylulose-5-phosphate reductoisomerase,Lipid metabolism,0.7945331096634574,0.239955445932628,not_significant,day 11
ACZ81_10495,yhhW,pirin family protein,Unknown,-0.7935996498456622,0.1579450543453818,not_significant,day 11
ACZ81_05565,,MotA/TolQ/ExbB proton channel family protein,Intracellular trafficking,0.7935702079554745,0.4019984501260192,not_significant,day 11
ACZ81_10760,bcp,thioredoxin-dependent thiol peroxidase,Post-translational modification,-0.7931180365135181,0.0874383895296127,not_significant,day 11
ACZ81_15240,,MFS transporter,Amino acid metabolism,0.7928906859144099,0.3476765172473057,not_significant,day 11
ACZ81_16870,,S8 family peptidase,Post-translational modification,-0.7928652013255383,0.589579825691681,not_significant,day 11
ACZ81_17010,,HlyD family secretion protein,Cell wall and membrane,0.7921539226204962,0.1160365547152368,not_significant,day 11
ACZ81_08285,,alpha/beta hydrolase family protein,Amino acid metabolism,0.7914013054175599,0.4623807945603143,not_significant,day 11
ACZ81_12815,,HvfC family RiPP maturation protein,Unknown,-0.7910344119977613,0.123884812466787,not_significant,day 11
ACZ81_18595,cydD,ATP-binding cassette domain-containing protein,Defense mechanisms,-0.7909434822637051,0.4441728606329364,not_significant,day 11
ACZ81_02060,argF,ornithine carbamoyltransferase,Amino acid metabolism,-0.7905180096072245,0.1876595255109684,not_significant,day 11
ACZ81_04180,hutH,histidine ammonia-lyase,Amino acid metabolism,0.7904911728384083,0.3488676469408283,not_significant,day 11
ACZ81_18250,ubiG,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,Coenzyme metabolism,-0.7903297336801178,0.422074661468748,not_significant,day 11
ACZ81_RS07570,cbf,HD domain-containing protein,Unknown,0.7889087028216657,0.2218449717224668,not_significant,day 11
ACZ81_15545,glnA,glutamate--ammonia ligase,Amino acid metabolism,-0.7888680268757051,0.2656723508560226,not_significant,day 11
